genome_name	publication	genome_id	antibiotic	resistant_phenotype	measurement	measurement_sign	measurement_value	measurement_unit	laboratory_typing_method	laboratory_typing_method_version	laboratory_typing_platform	testing_standard	testing_standard_year	genome.bioproject_accession	genome.biosample_accession	genome.assembly_accession	genome.genbank_accessions	genome.refseq_accessions
Staphylococcus aureus 1D-349	35756053	1280.51662	gentamicin		0.5		0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656665			
Staphylococcus aureus 1D-349	35756053	1280.51662	levofloxacin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656665			
Staphylococcus aureus 1D-349	35756053	1280.51662	linezolid		<=2	<=	2	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656665			
Staphylococcus aureus 1D-349	35756053	1280.51662	moxifloxacin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656665			
Staphylococcus aureus 1D-349	35756053	1280.51662	mupirocin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656665			
Staphylococcus aureus 1D-349	35756053	1280.51662	norfloxacin		<=4	<=	4	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656665			
Staphylococcus aureus 1D-349	35756053	1280.51662	rifampin		<=0.03	<=	0.03	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656665			
Staphylococcus aureus 1D-349	35756053	1280.51662	teicoplanin		<=1	<=	1	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656665			
Staphylococcus aureus 1D-349	35756053	1280.51662	telavancin		0.06		0.06	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656665			
Staphylococcus aureus 1D-349	35756053	1280.51662	tetracycline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656665			
Staphylococcus aureus 1D-349	35756053	1280.51662	tobramycin		0.5		0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656665			
Staphylococcus aureus 1D-349	35756053	1280.51662	trimethoprim/sulfamethoxazole		<=1/19	<=	1/19	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656665			
Staphylococcus aureus 1D-349	35756053	1280.51662	vancomycin		1		1	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656665			
Staphylococcus aureus 1D-350	35756053	1280.51664	cefoxitin		4		4	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656666			
Staphylococcus aureus 1D-350	35756053	1280.51664	ceftaroline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656666			
Staphylococcus aureus 1D-350	35756053	1280.51664	clindamycin		<=0.12	<=	0.12	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656666			
Staphylococcus aureus 1D-350	35756053	1280.51664	daptomycin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656666			
Staphylococcus aureus 1D-350	35756053	1280.51664	erythromycin		0.5		0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656666			
Staphylococcus aureus 1D-350	35756053	1280.51664	fusidic acid		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656666			
Staphylococcus aureus 1D-350	35756053	1280.51664	gentamicin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656666			
Staphylococcus aureus 1D-350	35756053	1280.51664	levofloxacin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656666			
Staphylococcus aureus 1D-350	35756053	1280.51664	linezolid		4		4	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656666			
Staphylococcus aureus 1D-350	35756053	1280.51664	moxifloxacin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656666			
Staphylococcus aureus 1D-350	35756053	1280.51664	mupirocin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656666			
Staphylococcus aureus 1D-350	35756053	1280.51664	norfloxacin		<=4	<=	4	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656666			
Staphylococcus aureus 1D-350	35756053	1280.51664	rifampin		<=0.03	<=	0.03	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656666			
Staphylococcus aureus 1D-350	35756053	1280.51664	teicoplanin		<=1	<=	1	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656666			
Staphylococcus aureus 1D-350	35756053	1280.51664	telavancin		0.06		0.06	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656666			
Staphylococcus aureus 1D-350	35756053	1280.51664	tetracycline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656666			
Staphylococcus aureus 1D-350	35756053	1280.51664	tobramycin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656666			
Staphylococcus aureus 1D-350	35756053	1280.51664	trimethoprim/sulfamethoxazole		<=1/19	<=	1/19	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656666			
Staphylococcus aureus 1D-350	35756053	1280.51664	vancomycin		1		1	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656666			
Staphylococcus aureus 1D-351	35756053	1280.51653	cefoxitin		4		4	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656667			
Staphylococcus aureus 1D-351	35756053	1280.51653	ceftaroline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656667			
Staphylococcus aureus 1D-351	35756053	1280.51653	clindamycin		<=0.12	<=	0.12	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656667			
Staphylococcus aureus 1D-351	35756053	1280.51653	daptomycin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656667			
Staphylococcus aureus 1D-351	35756053	1280.51653	erythromycin		0.5		0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656667			
Staphylococcus aureus 1D-351	35756053	1280.51653	fusidic acid		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656667			
Staphylococcus aureus 1D-351	35756053	1280.51653	gentamicin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656667			
Staphylococcus aureus 1D-351	35756053	1280.51653	levofloxacin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656667			
Staphylococcus aureus 1D-351	35756053	1280.51653	linezolid		4		4	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656667			
Staphylococcus aureus 1D-351	35756053	1280.51653	moxifloxacin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656667			
Staphylococcus aureus 1D-351	35756053	1280.51653	mupirocin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656667			
Staphylococcus aureus 1D-351	35756053	1280.51653	norfloxacin		<=4	<=	4	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656667			
Staphylococcus aureus 1D-351	35756053	1280.51653	rifampin		<=0.03	<=	0.03	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656667			
Staphylococcus aureus 1D-351	35756053	1280.51653	teicoplanin		<=1	<=	1	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656667			
Staphylococcus aureus 1D-351	35756053	1280.51653	telavancin		0.06		0.06	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656667			
Staphylococcus aureus 1D-351	35756053	1280.51653	tetracycline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656667			
Staphylococcus aureus 1D-351	35756053	1280.51653	tobramycin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656667			
Staphylococcus aureus 1D-351	35756053	1280.51653	trimethoprim/sulfamethoxazole		<=1/19	<=	1/19	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656667			
Staphylococcus aureus 1D-351	35756053	1280.51653	vancomycin		1		1	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656667			
Staphylococcus aureus 1D-352	35756053	1280.51651	cefoxitin		2		2	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656669			
Staphylococcus aureus 1D-352	35756053	1280.51651	ceftaroline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656669			
Staphylococcus aureus 1D-352	35756053	1280.51651	clindamycin		<=0.12	<=	0.12	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656669			
Staphylococcus aureus 1D-352	35756053	1280.51651	daptomycin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656669			
Staphylococcus aureus 1D-352	35756053	1280.51651	erythromycin		>4	>	4	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656669			
Staphylococcus aureus 1D-352	35756053	1280.51651	fusidic acid		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656669			
Staphylococcus aureus 1D-352	35756053	1280.51651	gentamicin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656669			
Staphylococcus aureus 1D-352	35756053	1280.51651	levofloxacin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656669			
Staphylococcus aureus 1D-352	35756053	1280.51651	linezolid		<=2	<=	2	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656669			
Staphylococcus aureus 1D-352	35756053	1280.51651	moxifloxacin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656669			
Staphylococcus aureus 1D-352	35756053	1280.51651	mupirocin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656669			
Staphylococcus aureus 1D-352	35756053	1280.51651	norfloxacin		<=4	<=	4	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656669			
Staphylococcus aureus 1D-352	35756053	1280.51651	rifampin		<=0.03	<=	0.03	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656669			
Staphylococcus aureus 1D-352	35756053	1280.51651	teicoplanin		<=1	<=	1	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656669			
Staphylococcus aureus 1D-352	35756053	1280.51651	telavancin		0.06		0.06	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656669			
Staphylococcus aureus 1D-352	35756053	1280.51651	tetracycline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656669			
Staphylococcus aureus 1D-352	35756053	1280.51651	tobramycin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656669			
Staphylococcus aureus 1D-352	35756053	1280.51651	trimethoprim/sulfamethoxazole		<=1/19	<=	1/19	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656669			
Staphylococcus aureus 1D-352	35756053	1280.51651	vancomycin		1		1	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656669			
Staphylococcus aureus 1D-353	35756053	1280.51646	cefoxitin		4		4	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656670			
Staphylococcus aureus 1D-353	35756053	1280.51646	ceftaroline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656670			
Staphylococcus aureus 1D-353	35756053	1280.51646	clindamycin		<=0.12	<=	0.12	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656670			
Staphylococcus aureus 1D-353	35756053	1280.51646	daptomycin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656670			
Staphylococcus aureus 1D-353	35756053	1280.51646	erythromycin		0.5		0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656670			
Staphylococcus aureus 1D-353	35756053	1280.51646	fusidic acid		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656670			
Staphylococcus aureus 1D-353	35756053	1280.51646	gentamicin		0.5		0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656670			
Staphylococcus aureus 1D-353	35756053	1280.51646	levofloxacin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656670			
Staphylococcus aureus 1D-353	35756053	1280.51646	linezolid		<=2	<=	2	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656670			
Staphylococcus aureus 1D-353	35756053	1280.51646	moxifloxacin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656670			
Staphylococcus aureus 1D-353	35756053	1280.51646	mupirocin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656670			
Staphylococcus aureus 1D-353	35756053	1280.51646	norfloxacin		<=4	<=	4	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656670			
Staphylococcus aureus 1D-353	35756053	1280.51646	rifampin		<=0.03	<=	0.03	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656670			
Staphylococcus aureus 1D-353	35756053	1280.51646	teicoplanin		<=1	<=	1	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656670			
Staphylococcus aureus 1D-353	35756053	1280.51646	telavancin		0.06		0.06	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656670			
Staphylococcus aureus 1D-353	35756053	1280.51646	tetracycline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656670			
Staphylococcus aureus 1D-353	35756053	1280.51646	tobramycin		0.5		0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656670			
Staphylococcus aureus 1D-353	35756053	1280.51646	trimethoprim/sulfamethoxazole		<=1/19	<=	1/19	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656670			
Staphylococcus aureus 1D-353	35756053	1280.51646	vancomycin		1		1	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656670			
Staphylococcus aureus 1D-354	35756053	1280.51647	cefoxitin		2		2	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656671			
Staphylococcus aureus 1D-354	35756053	1280.51647	ceftaroline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656671			
Staphylococcus aureus 1D-354	35756053	1280.51647	clindamycin		<=0.12	<=	0.12	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656671			
Staphylococcus aureus 1D-354	35756053	1280.51647	daptomycin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656671			
Staphylococcus aureus 1D-354	35756053	1280.51647	erythromycin		0.5		0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656671			
Staphylococcus aureus 1D-354	35756053	1280.51647	fusidic acid		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656671			
Staphylococcus aureus 1D-354	35756053	1280.51647	gentamicin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656671			
Staphylococcus aureus 1D-354	35756053	1280.51647	levofloxacin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656671			
Staphylococcus aureus 1D-354	35756053	1280.51647	linezolid		<=2	<=	2	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656671			
Staphylococcus aureus 1D-354	35756053	1280.51647	moxifloxacin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656671			
Staphylococcus aureus 1D-354	35756053	1280.51647	mupirocin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656671			
Staphylococcus aureus 1D-354	35756053	1280.51647	norfloxacin		<=4	<=	4	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656671			
Staphylococcus aureus 1D-354	35756053	1280.51647	rifampin		<=0.03	<=	0.03	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656671			
Staphylococcus aureus 1D-354	35756053	1280.51647	teicoplanin		<=1	<=	1	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656671			
Staphylococcus aureus 1D-354	35756053	1280.51647	telavancin		0.06		0.06	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656671			
Staphylococcus aureus 1D-354	35756053	1280.51647	tetracycline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656671			
Staphylococcus aureus 1D-354	35756053	1280.51647	tobramycin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656671			
Staphylococcus aureus 1D-354	35756053	1280.51647	trimethoprim/sulfamethoxazole		<=1/19	<=	1/19	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656671			
Staphylococcus aureus 1D-354	35756053	1280.51647	vancomycin		1		1	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656671			
Staphylococcus aureus 1D-373	35756053	1280.51652	cefoxitin		4		4	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656690			
Staphylococcus aureus 1D-373	35756053	1280.51652	ceftaroline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656690			
Staphylococcus aureus 1D-373	35756053	1280.51652	clindamycin		<=0.12	<=	0.12	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656690			
Staphylococcus aureus 1D-373	35756053	1280.51652	daptomycin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656690			
Staphylococcus aureus 1D-373	35756053	1280.51652	erythromycin		0.5		0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656690			
Staphylococcus aureus 1D-373	35756053	1280.51652	fusidic acid		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656690			
Staphylococcus aureus 1D-373	35756053	1280.51652	gentamicin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656690			
Staphylococcus aureus 1D-373	35756053	1280.51652	levofloxacin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656690			
Staphylococcus aureus 1D-373	35756053	1280.51652	linezolid		<=2	<=	2	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656690			
Staphylococcus aureus 1D-373	35756053	1280.51652	moxifloxacin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656690			
Staphylococcus aureus 1D-373	35756053	1280.51652	mupirocin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656690			
Staphylococcus aureus 1D-373	35756053	1280.51652	norfloxacin		<=4	<=	4	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656690			
Staphylococcus aureus 1D-373	35756053	1280.51652	rifampin		<=0.03	<=	0.03	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656690			
Staphylococcus aureus 1D-373	35756053	1280.51652	teicoplanin		<=1	<=	1	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656690			
Staphylococcus aureus 1D-373	35756053	1280.51652	telavancin		0.06		0.06	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656690			
Staphylococcus aureus 1D-373	35756053	1280.51652	tetracycline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656690			
Staphylococcus aureus 1D-373	35756053	1280.51652	tobramycin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656690			
Staphylococcus aureus 1D-373	35756053	1280.51652	trimethoprim/sulfamethoxazole		<=1/19	<=	1/19	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656690			
Staphylococcus aureus 1D-373	35756053	1280.51652	vancomycin		1		1	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656690			
Staphylococcus aureus 1D-424	35756053	1280.51654	cefoxitin		4		4	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656740			
Staphylococcus aureus 1D-424	35756053	1280.51654	ceftaroline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656740			
Staphylococcus aureus 1D-424	35756053	1280.51654	clindamycin		<=0.12	<=	0.12	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656740			
Staphylococcus aureus 1D-424	35756053	1280.51654	daptomycin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656740			
Staphylococcus aureus 1D-424	35756053	1280.51654	erythromycin		0.5		0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656740			
Staphylococcus aureus 1D-424	35756053	1280.51654	fusidic acid		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656740			
Staphylococcus aureus 1D-424	35756053	1280.51654	gentamicin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656740			
Staphylococcus aureus 1D-424	35756053	1280.51654	levofloxacin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656740			
Staphylococcus aureus 1D-424	35756053	1280.51654	linezolid		<=2	<=	2	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656740			
Staphylococcus aureus 1D-424	35756053	1280.51654	moxifloxacin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656740			
Staphylococcus aureus 1D-424	35756053	1280.51654	mupirocin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656740			
Staphylococcus aureus 1D-424	35756053	1280.51654	norfloxacin		<=4	<=	4	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656740			
Staphylococcus aureus 1D-424	35756053	1280.51654	rifampin		<=0.03	<=	0.03	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656740			
Staphylococcus aureus 1D-424	35756053	1280.51654	teicoplanin		<=1	<=	1	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656740			
Staphylococcus aureus 1D-424	35756053	1280.51654	telavancin		0.06		0.06	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656740			
Staphylococcus aureus 1D-424	35756053	1280.51654	tetracycline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656740			
Staphylococcus aureus 1D-424	35756053	1280.51654	tobramycin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656740			
Staphylococcus aureus 1D-424	35756053	1280.51654	trimethoprim/sulfamethoxazole		<=1/19	<=	1/19	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656740			
Staphylococcus aureus 1D-424	35756053	1280.51654	vancomycin		1		1	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656740			
Staphylococcus aureus 1D-425	35756053	1280.51655	cefoxitin		2		2	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656741			
Staphylococcus aureus 1D-425	35756053	1280.51655	ceftaroline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656741			
Staphylococcus aureus 1D-425	35756053	1280.51655	clindamycin		<=0.12	<=	0.12	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656741			
Staphylococcus aureus 1D-425	35756053	1280.51655	daptomycin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656741			
Staphylococcus aureus 1D-425	35756053	1280.51655	erythromycin		0.5		0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656741			
Staphylococcus aureus 1D-425	35756053	1280.51655	fusidic acid		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656741			
Staphylococcus aureus 1D-425	35756053	1280.51655	gentamicin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656741			
Staphylococcus aureus 1D-425	35756053	1280.51655	levofloxacin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656741			
Staphylococcus aureus 1D-425	35756053	1280.51655	linezolid		<=2	<=	2	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656741			
Staphylococcus aureus 1D-425	35756053	1280.51655	moxifloxacin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656741			
Staphylococcus aureus 1D-425	35756053	1280.51655	mupirocin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656741			
Staphylococcus aureus 1D-425	35756053	1280.51655	norfloxacin		<=4	<=	4	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656741			
Staphylococcus aureus 1D-425	35756053	1280.51655	rifampin		<=0.03	<=	0.03	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656741			
Staphylococcus aureus 1D-425	35756053	1280.51655	teicoplanin		<=1	<=	1	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656741			
Staphylococcus aureus 1D-425	35756053	1280.51655	telavancin		0.06		0.06	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656741			
Staphylococcus aureus 1D-425	35756053	1280.51655	tetracycline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656741			
Staphylococcus aureus 1D-425	35756053	1280.51655	tobramycin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656741			
Staphylococcus aureus 1D-425	35756053	1280.51655	trimethoprim/sulfamethoxazole		<=1/19	<=	1/19	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656741			
Staphylococcus aureus 1D-425	35756053	1280.51655	vancomycin		1		1	mg/L	Broth dilution		Sensititre	EUCAST	2017		SAMEA6656741			
Staphylococcus aureus 2001013782	24787619	1280.7262	vancomycin	Susceptible	1.5		1.5	mg/L	Broth dilution		E-test	CLSI	2012	PRJNA239001	SAMN02649742			
Staphylococcus aureus 2001013782	24787619	1280.7262	vancomycin	Susceptible					Broth dilution			CLSI	2012	PRJNA239001	SAMN02649742			
Staphylococcus aureus 2001013782	24787619	1280.7262	vancomycin	Susceptible	0.79		0.79	mg/L	Broth dilution			CLSI	2012	PRJNA239001	SAMN02649742			
Staphylococcus aureus 2002002614	24787619	1280.7266	vancomycin	Susceptible	1		1	mg/L	Broth dilution		E-test	CLSI	2012	PRJNA239001	SAMN02649741			
Staphylococcus aureus 2002002614	24787619	1280.7266	vancomycin	Susceptible					Broth dilution			CLSI	2012	PRJNA239001	SAMN02649741			
Staphylococcus aureus 2002002614	24787619	1280.7266	vancomycin	Susceptible	0.73		0.73	mg/L	Broth dilution			CLSI	2012	PRJNA239001	SAMN02649741			
