genome_name	publication	genome_id	antibiotic	resistant_phenotype	measurement	measurement_sign	measurement_value	measurement_unit	laboratory_typing_method	laboratory_typing_method_version	laboratory_typing_platform	testing_standard	testing_standard_year	genome.bioproject_accession	genome.biosample_accession	genome.assembly_accession	genome.genbank_accessions	genome.refseq_accessions
Staphylococcus aureus C00003396	26686880	1280.8666	methicillin	Susceptible										PRJEB5261	SAMEA2340218			
Staphylococcus aureus C00003396	26686880	1280.8666	penicillin	Resistant										PRJEB5261	SAMEA2340218			
Staphylococcus aureus C00003396	26686880	1280.8666	rifampin	Susceptible										PRJEB5261	SAMEA2340218			
Staphylococcus aureus C00003396	26686880	1280.8666	tetracycline	Susceptible										PRJEB5261	SAMEA2340218			
Staphylococcus aureus C00003396	26686880	1280.8666	trimethoprim	Resistant										PRJEB5261	SAMEA2340218			
Staphylococcus aureus C00003396	26686880	1280.8666	vancomycin	Susceptible										PRJEB5261	SAMEA2340218			
Staphylococcus aureus C00003397	26686880	1280.9876	ciprofloxacin	Susceptible										PRJEB5261	SAMEA2340219			
Staphylococcus aureus C00003397	26686880	1280.9876	erythromycin	Susceptible										PRJEB5261	SAMEA2340219			
Staphylococcus aureus C00003397	26686880	1280.9876	fusidic acid	Resistant										PRJEB5261	SAMEA2340219			
Staphylococcus aureus C00003397	26686880	1280.9876	gentamicin	Susceptible										PRJEB5261	SAMEA2340219			
Staphylococcus aureus C00003397	26686880	1280.9876	methicillin	Susceptible										PRJEB5261	SAMEA2340219			
Staphylococcus aureus C00003397	26686880	1280.9876	penicillin	Resistant										PRJEB5261	SAMEA2340219			
Staphylococcus aureus C00003397	26686880	1280.9876	rifampin	Susceptible										PRJEB5261	SAMEA2340219			
Staphylococcus aureus C00003397	26686880	1280.9876	tetracycline	Susceptible										PRJEB5261	SAMEA2340219			
Staphylococcus aureus C00003397	26686880	1280.9876	trimethoprim	Susceptible										PRJEB5261	SAMEA2340219			
Staphylococcus aureus C00003397	26686880	1280.9876	vancomycin	Susceptible										PRJEB5261	SAMEA2340219			
Staphylococcus aureus C00003398	26686880	1280.8671	ciprofloxacin	Susceptible										PRJEB5261	SAMEA2340220			
Staphylococcus aureus C00003398	26686880	1280.8671	erythromycin	Susceptible										PRJEB5261	SAMEA2340220			
Staphylococcus aureus C00003398	26686880	1280.8671	fusidic acid	Susceptible										PRJEB5261	SAMEA2340220			
Staphylococcus aureus C00003398	26686880	1280.8671	gentamicin	Susceptible										PRJEB5261	SAMEA2340220			
Staphylococcus aureus C00003398	26686880	1280.8671	methicillin	Susceptible										PRJEB5261	SAMEA2340220			
Staphylococcus aureus C00003398	26686880	1280.8671	penicillin	Susceptible										PRJEB5261	SAMEA2340220			
Staphylococcus aureus C00003398	26686880	1280.8671	rifampin	Susceptible										PRJEB5261	SAMEA2340220			
Staphylococcus aureus C00003398	26686880	1280.8671	tetracycline	Susceptible										PRJEB5261	SAMEA2340220			
Staphylococcus aureus C00003398	26686880	1280.8671	trimethoprim	Susceptible										PRJEB5261	SAMEA2340220			
Staphylococcus aureus C00003398	26686880	1280.8671	vancomycin	Susceptible										PRJEB5261	SAMEA2340220			
Staphylococcus aureus C00003399	26686880	1280.9877	ciprofloxacin	Susceptible										PRJEB5261	SAMEA2340221			
Staphylococcus aureus C00003399	26686880	1280.9877	erythromycin	Susceptible										PRJEB5261	SAMEA2340221			
Staphylococcus aureus C00003399	26686880	1280.9877	fusidic acid	Susceptible										PRJEB5261	SAMEA2340221			
Staphylococcus aureus C00003399	26686880	1280.9877	gentamicin	Susceptible										PRJEB5261	SAMEA2340221			
Staphylococcus aureus C00003399	26686880	1280.9877	methicillin	Susceptible										PRJEB5261	SAMEA2340221			
Staphylococcus aureus C00003399	26686880	1280.9877	penicillin	Resistant										PRJEB5261	SAMEA2340221			
Staphylococcus aureus C00003399	26686880	1280.9877	rifampin	Susceptible										PRJEB5261	SAMEA2340221			
Staphylococcus aureus C00003399	26686880	1280.9877	tetracycline	Susceptible										PRJEB5261	SAMEA2340221			
Staphylococcus aureus C00003399	26686880	1280.9877	trimethoprim	Susceptible										PRJEB5261	SAMEA2340221			
Staphylococcus aureus C00003399	26686880	1280.9877	vancomycin	Susceptible										PRJEB5261	SAMEA2340221			
Staphylococcus aureus C00003400	26686880	1280.8623	ciprofloxacin	Susceptible										PRJEB5261	SAMEA2340222			
Staphylococcus aureus C00003400	26686880	1280.8623	erythromycin	Susceptible										PRJEB5261	SAMEA2340222			
Staphylococcus aureus C00003400	26686880	1280.8623	fusidic acid	Susceptible										PRJEB5261	SAMEA2340222			
Staphylococcus aureus C00003400	26686880	1280.8623	gentamicin	Susceptible										PRJEB5261	SAMEA2340222			
Staphylococcus aureus C00003400	26686880	1280.8623	methicillin	Susceptible										PRJEB5261	SAMEA2340222			
Staphylococcus aureus C00003400	26686880	1280.8623	penicillin	Susceptible										PRJEB5261	SAMEA2340222			
Staphylococcus aureus C00003400	26686880	1280.8623	rifampin	Susceptible										PRJEB5261	SAMEA2340222			
Staphylococcus aureus C00003400	26686880	1280.8623	tetracycline	Susceptible										PRJEB5261	SAMEA2340222			
Staphylococcus aureus C00003400	26686880	1280.8623	trimethoprim	Susceptible										PRJEB5261	SAMEA2340222			
Staphylococcus aureus C00003400	26686880	1280.8623	vancomycin	Susceptible										PRJEB5261	SAMEA2340222			
Staphylococcus aureus C00003402	26686880	1280.8622	ciprofloxacin	Susceptible										PRJEB5261	SAMEA2340223			
Staphylococcus aureus C00003402	26686880	1280.8622	erythromycin	Susceptible										PRJEB5261	SAMEA2340223			
Staphylococcus aureus C00003402	26686880	1280.8622	fusidic acid	Susceptible										PRJEB5261	SAMEA2340223			
Staphylococcus aureus C00003402	26686880	1280.8622	gentamicin	Susceptible										PRJEB5261	SAMEA2340223			
Staphylococcus aureus C00003402	26686880	1280.8622	methicillin	Susceptible										PRJEB5261	SAMEA2340223			
Staphylococcus aureus C00003402	26686880	1280.8622	penicillin	Resistant										PRJEB5261	SAMEA2340223			
Staphylococcus aureus C00003402	26686880	1280.8622	rifampin	Susceptible										PRJEB5261	SAMEA2340223			
Staphylococcus aureus C00003402	26686880	1280.8622	tetracycline	Susceptible										PRJEB5261	SAMEA2340223			
Staphylococcus aureus C00003402	26686880	1280.8622	trimethoprim	Susceptible										PRJEB5261	SAMEA2340223			
Staphylococcus aureus C00003402	26686880	1280.8622	vancomycin	Susceptible										PRJEB5261	SAMEA2340223			
Staphylococcus aureus C00003403	26686880	1280.9878	ciprofloxacin	Susceptible										PRJEB5261	SAMEA2340224			
Staphylococcus aureus C00003403	26686880	1280.9878	erythromycin	Susceptible										PRJEB5261	SAMEA2340224			
Staphylococcus aureus C00003403	26686880	1280.9878	fusidic acid	Susceptible										PRJEB5261	SAMEA2340224			
Staphylococcus aureus C00003403	26686880	1280.9878	gentamicin	Susceptible										PRJEB5261	SAMEA2340224			
Staphylococcus aureus C00003403	26686880	1280.9878	methicillin	Susceptible										PRJEB5261	SAMEA2340224			
Staphylococcus aureus C00003403	26686880	1280.9878	penicillin	Resistant										PRJEB5261	SAMEA2340224			
Staphylococcus aureus C00003403	26686880	1280.9878	rifampin	Susceptible										PRJEB5261	SAMEA2340224			
Staphylococcus aureus C00003403	26686880	1280.9878	tetracycline	Susceptible										PRJEB5261	SAMEA2340224			
Staphylococcus aureus C00003403	26686880	1280.9878	trimethoprim	Susceptible										PRJEB5261	SAMEA2340224			
Staphylococcus aureus C00003403	26686880	1280.9878	vancomycin	Susceptible										PRJEB5261	SAMEA2340224			
Staphylococcus aureus C00003404	26686880	1280.8627	ciprofloxacin	Susceptible										PRJEB5261	SAMEA2340225			
Staphylococcus aureus C00003404	26686880	1280.8627	erythromycin	Susceptible										PRJEB5261	SAMEA2340225			
Staphylococcus aureus C00003404	26686880	1280.8627	fusidic acid	Susceptible										PRJEB5261	SAMEA2340225			
Staphylococcus aureus C00003404	26686880	1280.8627	gentamicin	Susceptible										PRJEB5261	SAMEA2340225			
Staphylococcus aureus C00003404	26686880	1280.8627	methicillin	Susceptible										PRJEB5261	SAMEA2340225			
Staphylococcus aureus C00003404	26686880	1280.8627	penicillin	Resistant										PRJEB5261	SAMEA2340225			
Staphylococcus aureus C00003404	26686880	1280.8627	rifampin	Susceptible										PRJEB5261	SAMEA2340225			
Staphylococcus aureus C00003404	26686880	1280.8627	tetracycline	Susceptible										PRJEB5261	SAMEA2340225			
Staphylococcus aureus C00003404	26686880	1280.8627	trimethoprim	Resistant										PRJEB5261	SAMEA2340225			
Staphylococcus aureus C00003404	26686880	1280.8627	vancomycin	Susceptible										PRJEB5261	SAMEA2340225			
Staphylococcus aureus C00003405	26686880	1280.8626	ciprofloxacin	Resistant										PRJEB5261	SAMEA2340226			
Staphylococcus aureus C00003405	26686880	1280.8626	erythromycin	Susceptible										PRJEB5261	SAMEA2340226			
Staphylococcus aureus C00003405	26686880	1280.8626	fusidic acid	Susceptible										PRJEB5261	SAMEA2340226			
Staphylococcus aureus C00003405	26686880	1280.8626	gentamicin	Susceptible										PRJEB5261	SAMEA2340226			
Staphylococcus aureus C00003405	26686880	1280.8626	methicillin	Resistant										PRJEB5261	SAMEA2340226			
Staphylococcus aureus C00003405	26686880	1280.8626	penicillin	Resistant										PRJEB5261	SAMEA2340226			
Staphylococcus aureus C00003405	26686880	1280.8626	rifampin	Susceptible										PRJEB5261	SAMEA2340226			
Staphylococcus aureus C00003405	26686880	1280.8626	tetracycline	Susceptible										PRJEB5261	SAMEA2340226			
Staphylococcus aureus C00003405	26686880	1280.8626	trimethoprim	Susceptible										PRJEB5261	SAMEA2340226			
Staphylococcus aureus C00003405	26686880	1280.8626	vancomycin	Susceptible										PRJEB5261	SAMEA2340226			
Staphylococcus aureus C00003406	26686880	1280.8625	ciprofloxacin	Resistant										PRJEB5261	SAMEA2340227			
Staphylococcus aureus C00003406	26686880	1280.8625	erythromycin	Resistant										PRJEB5261	SAMEA2340227			
Staphylococcus aureus C00003406	26686880	1280.8625	fusidic acid	Susceptible										PRJEB5261	SAMEA2340227			
Staphylococcus aureus C00003406	26686880	1280.8625	gentamicin	Susceptible										PRJEB5261	SAMEA2340227			
Staphylococcus aureus C00003406	26686880	1280.8625	methicillin	Resistant										PRJEB5261	SAMEA2340227			
Staphylococcus aureus C00003406	26686880	1280.8625	penicillin	Resistant										PRJEB5261	SAMEA2340227			
Staphylococcus aureus C00003406	26686880	1280.8625	rifampin	Susceptible										PRJEB5261	SAMEA2340227			
Staphylococcus aureus C00003406	26686880	1280.8625	tetracycline	Susceptible										PRJEB5261	SAMEA2340227			
Staphylococcus aureus C00003406	26686880	1280.8625	trimethoprim	Susceptible										PRJEB5261	SAMEA2340227			
Staphylococcus aureus C00003406	26686880	1280.8625	vancomycin	Susceptible										PRJEB5261	SAMEA2340227			
Staphylococcus aureus C00003407	26686880	1280.8624	ciprofloxacin	Resistant										PRJEB5261	SAMEA2340228			
Staphylococcus aureus C00003407	26686880	1280.8624	erythromycin	Susceptible										PRJEB5261	SAMEA2340228			
Staphylococcus aureus C00003407	26686880	1280.8624	fusidic acid	Susceptible										PRJEB5261	SAMEA2340228			
Staphylococcus aureus C00003407	26686880	1280.8624	gentamicin	Susceptible										PRJEB5261	SAMEA2340228			
Staphylococcus aureus C00003407	26686880	1280.8624	methicillin	Resistant										PRJEB5261	SAMEA2340228			
Staphylococcus aureus C00003407	26686880	1280.8624	penicillin	Resistant										PRJEB5261	SAMEA2340228			
Staphylococcus aureus C00003407	26686880	1280.8624	rifampin	Susceptible										PRJEB5261	SAMEA2340228			
Staphylococcus aureus C00003407	26686880	1280.8624	tetracycline	Susceptible										PRJEB5261	SAMEA2340228			
Staphylococcus aureus C00003407	26686880	1280.8624	trimethoprim	Susceptible										PRJEB5261	SAMEA2340228			
Staphylococcus aureus C00003407	26686880	1280.8624	vancomycin	Susceptible										PRJEB5261	SAMEA2340228			
Staphylococcus aureus C00003408	26686880	1280.9879	ciprofloxacin	Susceptible										PRJEB5261	SAMEA2340229			
Staphylococcus aureus C00003408	26686880	1280.9879	erythromycin	Susceptible										PRJEB5261	SAMEA2340229			
Staphylococcus aureus C00003408	26686880	1280.9879	fusidic acid	Susceptible										PRJEB5261	SAMEA2340229			
Staphylococcus aureus C00003408	26686880	1280.9879	gentamicin	Susceptible										PRJEB5261	SAMEA2340229			
Staphylococcus aureus C00003408	26686880	1280.9879	methicillin	Susceptible										PRJEB5261	SAMEA2340229			
Staphylococcus aureus C00003408	26686880	1280.9879	penicillin	Resistant										PRJEB5261	SAMEA2340229			
Staphylococcus aureus C00003408	26686880	1280.9879	rifampin	Susceptible										PRJEB5261	SAMEA2340229			
Staphylococcus aureus C00003408	26686880	1280.9879	tetracycline	Susceptible										PRJEB5261	SAMEA2340229			
Staphylococcus aureus C00003408	26686880	1280.9879	trimethoprim	Susceptible										PRJEB5261	SAMEA2340229			
Staphylococcus aureus C00003408	26686880	1280.9879	vancomycin	Susceptible										PRJEB5261	SAMEA2340229			
Staphylococcus aureus C00003409	26686880	1280.9880	ciprofloxacin	Susceptible										PRJEB5261	SAMEA2340230			
Staphylococcus aureus C00003409	26686880	1280.9880	erythromycin	Susceptible										PRJEB5261	SAMEA2340230			
Staphylococcus aureus C00003409	26686880	1280.9880	fusidic acid	Susceptible										PRJEB5261	SAMEA2340230			
Staphylococcus aureus C00003409	26686880	1280.9880	gentamicin	Susceptible										PRJEB5261	SAMEA2340230			
Staphylococcus aureus C00003409	26686880	1280.9880	methicillin	Susceptible										PRJEB5261	SAMEA2340230			
Staphylococcus aureus C00003409	26686880	1280.9880	penicillin	Susceptible										PRJEB5261	SAMEA2340230			
Staphylococcus aureus C00003409	26686880	1280.9880	rifampin	Susceptible										PRJEB5261	SAMEA2340230			
Staphylococcus aureus C00003409	26686880	1280.9880	tetracycline	Susceptible										PRJEB5261	SAMEA2340230			
Staphylococcus aureus C00003409	26686880	1280.9880	trimethoprim	Susceptible										PRJEB5261	SAMEA2340230			
Staphylococcus aureus C00003409	26686880	1280.9880	vancomycin	Susceptible										PRJEB5261	SAMEA2340230			
Staphylococcus aureus C00003410	26686880	1280.9881	ciprofloxacin	Resistant										PRJEB5261	SAMEA2340231			
Staphylococcus aureus C00003410	26686880	1280.9881	erythromycin	Susceptible										PRJEB5261	SAMEA2340231			
Staphylococcus aureus C00003410	26686880	1280.9881	fusidic acid	Susceptible										PRJEB5261	SAMEA2340231			
Staphylococcus aureus C00003410	26686880	1280.9881	gentamicin	Susceptible										PRJEB5261	SAMEA2340231			
Staphylococcus aureus C00003410	26686880	1280.9881	methicillin	Resistant										PRJEB5261	SAMEA2340231			
Staphylococcus aureus C00003410	26686880	1280.9881	penicillin	Resistant										PRJEB5261	SAMEA2340231			
Staphylococcus aureus C00003410	26686880	1280.9881	rifampin	Susceptible										PRJEB5261	SAMEA2340231			
Staphylococcus aureus C00003410	26686880	1280.9881	tetracycline	Susceptible										PRJEB5261	SAMEA2340231			
Staphylococcus aureus C00003410	26686880	1280.9881	trimethoprim	Susceptible										PRJEB5261	SAMEA2340231			
Staphylococcus aureus C00003410	26686880	1280.9881	vancomycin	Susceptible										PRJEB5261	SAMEA2340231			
Staphylococcus aureus C00003411	26686880	1280.8713	ciprofloxacin	Resistant										PRJEB5261	SAMEA2340232			
Staphylococcus aureus C00003411	26686880	1280.8713	erythromycin	Resistant										PRJEB5261	SAMEA2340232			
Staphylococcus aureus C00003411	26686880	1280.8713	fusidic acid	Susceptible										PRJEB5261	SAMEA2340232			
Staphylococcus aureus C00003411	26686880	1280.8713	gentamicin	Susceptible										PRJEB5261	SAMEA2340232			
Staphylococcus aureus C00003411	26686880	1280.8713	methicillin	Resistant										PRJEB5261	SAMEA2340232			
Staphylococcus aureus C00003411	26686880	1280.8713	penicillin	Resistant										PRJEB5261	SAMEA2340232			
Staphylococcus aureus C00003411	26686880	1280.8713	rifampin	Susceptible										PRJEB5261	SAMEA2340232			
Staphylococcus aureus C00003411	26686880	1280.8713	tetracycline	Susceptible										PRJEB5261	SAMEA2340232			
Staphylococcus aureus C00003411	26686880	1280.8713	trimethoprim	Susceptible										PRJEB5261	SAMEA2340232			
Staphylococcus aureus C00003411	26686880	1280.8713	vancomycin	Susceptible										PRJEB5261	SAMEA2340232			
Staphylococcus aureus C00003412	26686880	1280.9882	ciprofloxacin	Susceptible										PRJEB5261	SAMEA2340233			
Staphylococcus aureus C00003412	26686880	1280.9882	erythromycin	Susceptible										PRJEB5261	SAMEA2340233			
Staphylococcus aureus C00003412	26686880	1280.9882	fusidic acid	Susceptible										PRJEB5261	SAMEA2340233			
Staphylococcus aureus C00003412	26686880	1280.9882	gentamicin	Susceptible										PRJEB5261	SAMEA2340233			
Staphylococcus aureus C00003412	26686880	1280.9882	methicillin	Susceptible										PRJEB5261	SAMEA2340233			
Staphylococcus aureus C00003412	26686880	1280.9882	penicillin	Resistant										PRJEB5261	SAMEA2340233			
Staphylococcus aureus C00003412	26686880	1280.9882	rifampin	Susceptible										PRJEB5261	SAMEA2340233			
Staphylococcus aureus C00003412	26686880	1280.9882	tetracycline	Susceptible										PRJEB5261	SAMEA2340233			
Staphylococcus aureus C00003412	26686880	1280.9882	trimethoprim	Susceptible										PRJEB5261	SAMEA2340233			
Staphylococcus aureus C00003412	26686880	1280.9882	vancomycin	Susceptible										PRJEB5261	SAMEA2340233			
Staphylococcus aureus C00003413	26686880	1280.9884	ciprofloxacin	Resistant										PRJEB5261	SAMEA2340234			
Staphylococcus aureus C00003413	26686880	1280.9884	erythromycin	Susceptible										PRJEB5261	SAMEA2340234			
Staphylococcus aureus C00003413	26686880	1280.9884	fusidic acid	Susceptible										PRJEB5261	SAMEA2340234			
Staphylococcus aureus C00003413	26686880	1280.9884	gentamicin	Susceptible										PRJEB5261	SAMEA2340234			
Staphylococcus aureus C00003413	26686880	1280.9884	methicillin	Susceptible										PRJEB5261	SAMEA2340234			
Staphylococcus aureus C00003413	26686880	1280.9884	penicillin	Resistant										PRJEB5261	SAMEA2340234			
Staphylococcus aureus C00003413	26686880	1280.9884	rifampin	Susceptible										PRJEB5261	SAMEA2340234			
Staphylococcus aureus C00003413	26686880	1280.9884	tetracycline	Susceptible										PRJEB5261	SAMEA2340234			
Staphylococcus aureus C00003413	26686880	1280.9884	trimethoprim	Susceptible										PRJEB5261	SAMEA2340234			
Staphylococcus aureus C00003413	26686880	1280.9884	vancomycin	Susceptible										PRJEB5261	SAMEA2340234			
Staphylococcus aureus C00003414	26686880	1280.8708	ciprofloxacin	Resistant										PRJEB5261	SAMEA2340235			
Staphylococcus aureus C00003414	26686880	1280.8708	erythromycin	Resistant										PRJEB5261	SAMEA2340235			
Staphylococcus aureus C00003414	26686880	1280.8708	fusidic acid	Susceptible										PRJEB5261	SAMEA2340235			
Staphylococcus aureus C00003414	26686880	1280.8708	gentamicin	Susceptible										PRJEB5261	SAMEA2340235			
Staphylococcus aureus C00003414	26686880	1280.8708	methicillin	Susceptible										PRJEB5261	SAMEA2340235			
Staphylococcus aureus C00003414	26686880	1280.8708	penicillin	Resistant										PRJEB5261	SAMEA2340235			
Staphylococcus aureus C00003414	26686880	1280.8708	rifampin	Susceptible										PRJEB5261	SAMEA2340235			
Staphylococcus aureus C00003414	26686880	1280.8708	tetracycline	Susceptible										PRJEB5261	SAMEA2340235			
Staphylococcus aureus C00003414	26686880	1280.8708	trimethoprim	Susceptible										PRJEB5261	SAMEA2340235			
Staphylococcus aureus C00003414	26686880	1280.8708	vancomycin	Susceptible										PRJEB5261	SAMEA2340235			
Staphylococcus aureus C00003415	26686880	1280.8710	ciprofloxacin	Susceptible										PRJEB5261	SAMEA2340236			
Staphylococcus aureus C00003415	26686880	1280.8710	erythromycin	Susceptible										PRJEB5261	SAMEA2340236			
Staphylococcus aureus C00003415	26686880	1280.8710	fusidic acid	Susceptible										PRJEB5261	SAMEA2340236			
Staphylococcus aureus C00003415	26686880	1280.8710	gentamicin	Susceptible										PRJEB5261	SAMEA2340236			
Staphylococcus aureus C00003415	26686880	1280.8710	methicillin	Susceptible										PRJEB5261	SAMEA2340236			
Staphylococcus aureus C00003415	26686880	1280.8710	penicillin	Resistant										PRJEB5261	SAMEA2340236			
Staphylococcus aureus C00003415	26686880	1280.8710	rifampin	Susceptible										PRJEB5261	SAMEA2340236			
Staphylococcus aureus C00003415	26686880	1280.8710	tetracycline	Susceptible										PRJEB5261	SAMEA2340236			
Staphylococcus aureus C00003415	26686880	1280.8710	trimethoprim	Susceptible										PRJEB5261	SAMEA2340236			
Staphylococcus aureus C00003415	26686880	1280.8710	vancomycin	Susceptible										PRJEB5261	SAMEA2340236			
Staphylococcus aureus C00003417	26686880	1280.8711	ciprofloxacin	Susceptible										PRJEB5261	SAMEA2340237			
Staphylococcus aureus C00003417	26686880	1280.8711	erythromycin	Susceptible										PRJEB5261	SAMEA2340237			
Staphylococcus aureus C00003417	26686880	1280.8711	fusidic acid	Susceptible										PRJEB5261	SAMEA2340237			
Staphylococcus aureus C00003417	26686880	1280.8711	gentamicin	Susceptible										PRJEB5261	SAMEA2340237			
Staphylococcus aureus C00003417	26686880	1280.8711	methicillin	Susceptible										PRJEB5261	SAMEA2340237			
Staphylococcus aureus C00003417	26686880	1280.8711	penicillin	Resistant										PRJEB5261	SAMEA2340237			
Staphylococcus aureus C00003417	26686880	1280.8711	rifampin	Susceptible										PRJEB5261	SAMEA2340237			
Staphylococcus aureus C00003417	26686880	1280.8711	tetracycline	Susceptible										PRJEB5261	SAMEA2340237			
Staphylococcus aureus C00003417	26686880	1280.8711	trimethoprim	Susceptible										PRJEB5261	SAMEA2340237			
Staphylococcus aureus C00003417	26686880	1280.8711	vancomycin	Susceptible										PRJEB5261	SAMEA2340237			
Staphylococcus aureus C00003418	26686880	1280.8716	ciprofloxacin	Susceptible										PRJEB5261	SAMEA2340238			
Staphylococcus aureus C00003418	26686880	1280.8716	erythromycin	Susceptible										PRJEB5261	SAMEA2340238			
Staphylococcus aureus C00003418	26686880	1280.8716	fusidic acid	Susceptible										PRJEB5261	SAMEA2340238			
Staphylococcus aureus C00003418	26686880	1280.8716	gentamicin	Susceptible										PRJEB5261	SAMEA2340238			
Staphylococcus aureus C00003418	26686880	1280.8716	methicillin	Susceptible										PRJEB5261	SAMEA2340238			
Staphylococcus aureus C00003418	26686880	1280.8716	penicillin	Resistant										PRJEB5261	SAMEA2340238			
Staphylococcus aureus C00003418	26686880	1280.8716	rifampin	Susceptible										PRJEB5261	SAMEA2340238			
Staphylococcus aureus C00003418	26686880	1280.8716	tetracycline	Susceptible										PRJEB5261	SAMEA2340238			
Staphylococcus aureus C00003418	26686880	1280.8716	trimethoprim	Susceptible										PRJEB5261	SAMEA2340238			
Staphylococcus aureus C00003418	26686880	1280.8716	vancomycin	Susceptible										PRJEB5261	SAMEA2340238			
Staphylococcus aureus C00003419	26686880	1280.9883	ciprofloxacin	Susceptible										PRJEB5261	SAMEA2340239			
Staphylococcus aureus C00003419	26686880	1280.9883	erythromycin	Susceptible										PRJEB5261	SAMEA2340239			
Staphylococcus aureus C00003419	26686880	1280.9883	fusidic acid	Susceptible										PRJEB5261	SAMEA2340239			
Staphylococcus aureus C00003419	26686880	1280.9883	gentamicin	Susceptible										PRJEB5261	SAMEA2340239			
Staphylococcus aureus C00003419	26686880	1280.9883	methicillin	Susceptible										PRJEB5261	SAMEA2340239			
Staphylococcus aureus C00003419	26686880	1280.9883	penicillin	Resistant										PRJEB5261	SAMEA2340239			
Staphylococcus aureus C00003419	26686880	1280.9883	rifampin	Susceptible										PRJEB5261	SAMEA2340239			
Staphylococcus aureus C00003419	26686880	1280.9883	tetracycline	Susceptible										PRJEB5261	SAMEA2340239			
Staphylococcus aureus C00003419	26686880	1280.9883	trimethoprim	Susceptible										PRJEB5261	SAMEA2340239			
Staphylococcus aureus C00003419	26686880	1280.9883	vancomycin	Susceptible										PRJEB5261	SAMEA2340239			
Staphylococcus aureus C00003421	26686880	1280.9885	ciprofloxacin	Susceptible										PRJEB5261	SAMEA2340241			
Staphylococcus aureus C00003421	26686880	1280.9885	erythromycin	Susceptible										PRJEB5261	SAMEA2340241			
Staphylococcus aureus C00003421	26686880	1280.9885	fusidic acid	Susceptible										PRJEB5261	SAMEA2340241			
Staphylococcus aureus C00003421	26686880	1280.9885	gentamicin	Susceptible										PRJEB5261	SAMEA2340241			
Staphylococcus aureus C00003421	26686880	1280.9885	methicillin	Susceptible										PRJEB5261	SAMEA2340241			
Staphylococcus aureus C00003421	26686880	1280.9885	penicillin	Resistant										PRJEB5261	SAMEA2340241			
Staphylococcus aureus C00003421	26686880	1280.9885	rifampin	Susceptible										PRJEB5261	SAMEA2340241			
Staphylococcus aureus C00003421	26686880	1280.9885	tetracycline	Susceptible										PRJEB5261	SAMEA2340241			
Staphylococcus aureus C00003421	26686880	1280.9885	trimethoprim	Susceptible										PRJEB5261	SAMEA2340241			
Staphylococcus aureus C00003421	26686880	1280.9885	vancomycin	Susceptible										PRJEB5261	SAMEA2340241			
Staphylococcus aureus C00003422	26686880	1280.9886	ciprofloxacin	Susceptible										PRJEB5261	SAMEA2340242			
Staphylococcus aureus C00003422	26686880	1280.9886	erythromycin	Susceptible										PRJEB5261	SAMEA2340242			
Staphylococcus aureus C00003422	26686880	1280.9886	fusidic acid	Susceptible										PRJEB5261	SAMEA2340242			
Staphylococcus aureus C00003422	26686880	1280.9886	gentamicin	Susceptible										PRJEB5261	SAMEA2340242			
Staphylococcus aureus C00003422	26686880	1280.9886	methicillin	Susceptible										PRJEB5261	SAMEA2340242			
Staphylococcus aureus C00003422	26686880	1280.9886	penicillin	Resistant										PRJEB5261	SAMEA2340242			
Staphylococcus aureus C00003422	26686880	1280.9886	rifampin	Susceptible										PRJEB5261	SAMEA2340242			
Staphylococcus aureus C00003422	26686880	1280.9886	tetracycline	Susceptible										PRJEB5261	SAMEA2340242			
Staphylococcus aureus C00003422	26686880	1280.9886	trimethoprim	Susceptible										PRJEB5261	SAMEA2340242			
Staphylococcus aureus C00003422	26686880	1280.9886	vancomycin	Susceptible										PRJEB5261	SAMEA2340242			
Staphylococcus aureus C00003423	26686880	1280.9887	ciprofloxacin	Resistant										PRJEB5261	SAMEA2340243			
Staphylococcus aureus C00003423	26686880	1280.9887	erythromycin	Susceptible										PRJEB5261	SAMEA2340243			
Staphylococcus aureus C00003423	26686880	1280.9887	fusidic acid	Susceptible										PRJEB5261	SAMEA2340243			
Staphylococcus aureus C00003423	26686880	1280.9887	gentamicin	Susceptible										PRJEB5261	SAMEA2340243			
Staphylococcus aureus C00003423	26686880	1280.9887	methicillin	Resistant										PRJEB5261	SAMEA2340243			
Staphylococcus aureus C00003423	26686880	1280.9887	penicillin	Resistant										PRJEB5261	SAMEA2340243			
Staphylococcus aureus C00003423	26686880	1280.9887	rifampin	Susceptible										PRJEB5261	SAMEA2340243			
Staphylococcus aureus C00003423	26686880	1280.9887	tetracycline	Susceptible										PRJEB5261	SAMEA2340243			
Staphylococcus aureus C00003423	26686880	1280.9887	trimethoprim	Susceptible										PRJEB5261	SAMEA2340243			
Staphylococcus aureus C00003423	26686880	1280.9887	vancomycin	Susceptible										PRJEB5261	SAMEA2340243			
Staphylococcus aureus C00003424	26686880	1280.9888	ciprofloxacin	Susceptible										PRJEB5261	SAMEA2340244			
Staphylococcus aureus C00003424	26686880	1280.9888	erythromycin	Susceptible										PRJEB5261	SAMEA2340244			
Staphylococcus aureus C00003424	26686880	1280.9888	fusidic acid	Susceptible										PRJEB5261	SAMEA2340244			
Staphylococcus aureus C00003424	26686880	1280.9888	gentamicin	Susceptible										PRJEB5261	SAMEA2340244			
Staphylococcus aureus C00003424	26686880	1280.9888	methicillin	Susceptible										PRJEB5261	SAMEA2340244			
