genome_id	genome_name	taxon_id	antibiotic	resistant_phenotype	measurement	measurement_sign	measurement_value	measurement_unit	laboratory_typing_method	laboratory_typing_method_version	laboratory_typing_platform	vendor	testing_standard	testing_standard_year	source
1280.51657	Staphylococcus aureus 1D-334	1280	fusidic acid		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51657	Staphylococcus aureus 1D-334	1280	gentamicin		0.5		0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51657	Staphylococcus aureus 1D-334	1280	levofloxacin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51657	Staphylococcus aureus 1D-334	1280	linezolid		<=2	<=	2	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51657	Staphylococcus aureus 1D-334	1280	moxifloxacin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51657	Staphylococcus aureus 1D-334	1280	mupirocin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51657	Staphylococcus aureus 1D-334	1280	norfloxacin		<=4	<=	4	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51657	Staphylococcus aureus 1D-334	1280	rifampin		<=0.03	<=	0.03	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51657	Staphylococcus aureus 1D-334	1280	teicoplanin		<=1	<=	1	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51657	Staphylococcus aureus 1D-334	1280	telavancin		0.06		0.06	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51657	Staphylococcus aureus 1D-334	1280	tetracycline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51657	Staphylococcus aureus 1D-334	1280	tobramycin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51657	Staphylococcus aureus 1D-334	1280	trimethoprim/sulfamethoxazole		<=1/19	<=	1/19	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51657	Staphylococcus aureus 1D-334	1280	vancomycin		1		1	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51656	Staphylococcus aureus 1D-335	1280	cefoxitin		2		2	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51656	Staphylococcus aureus 1D-335	1280	ceftaroline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51656	Staphylococcus aureus 1D-335	1280	clindamycin		<=0.12	<=	0.12	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51656	Staphylococcus aureus 1D-335	1280	daptomycin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51656	Staphylococcus aureus 1D-335	1280	erythromycin		0.5		0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51656	Staphylococcus aureus 1D-335	1280	fusidic acid		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51656	Staphylococcus aureus 1D-335	1280	gentamicin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51656	Staphylococcus aureus 1D-335	1280	levofloxacin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51656	Staphylococcus aureus 1D-335	1280	linezolid		<=2	<=	2	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51656	Staphylococcus aureus 1D-335	1280	moxifloxacin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51656	Staphylococcus aureus 1D-335	1280	mupirocin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51656	Staphylococcus aureus 1D-335	1280	norfloxacin		<=4	<=	4	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51656	Staphylococcus aureus 1D-335	1280	rifampin		<=0.03	<=	0.03	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51656	Staphylococcus aureus 1D-335	1280	teicoplanin		<=1	<=	1	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51656	Staphylococcus aureus 1D-335	1280	telavancin		0.06		0.06	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51656	Staphylococcus aureus 1D-335	1280	tetracycline		>4	>	4	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51656	Staphylococcus aureus 1D-335	1280	tobramycin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51656	Staphylococcus aureus 1D-335	1280	trimethoprim/sulfamethoxazole		<=1/19	<=	1/19	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51656	Staphylococcus aureus 1D-335	1280	vancomycin		1		1	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51628	Staphylococcus aureus 1D-336	1280	cefoxitin		4		4	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51628	Staphylococcus aureus 1D-336	1280	ceftaroline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51628	Staphylococcus aureus 1D-336	1280	clindamycin		<=0.12	<=	0.12	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51628	Staphylococcus aureus 1D-336	1280	daptomycin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51628	Staphylococcus aureus 1D-336	1280	erythromycin		0.5		0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51628	Staphylococcus aureus 1D-336	1280	fusidic acid		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51628	Staphylococcus aureus 1D-336	1280	gentamicin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51628	Staphylococcus aureus 1D-336	1280	levofloxacin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51628	Staphylococcus aureus 1D-336	1280	linezolid		<=2	<=	2	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51628	Staphylococcus aureus 1D-336	1280	moxifloxacin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51628	Staphylococcus aureus 1D-336	1280	mupirocin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51628	Staphylococcus aureus 1D-336	1280	norfloxacin		<=4	<=	4	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51628	Staphylococcus aureus 1D-336	1280	rifampin		<=0.03	<=	0.03	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51628	Staphylococcus aureus 1D-336	1280	teicoplanin		<=1	<=	1	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51628	Staphylococcus aureus 1D-336	1280	telavancin		0.06		0.06	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51628	Staphylococcus aureus 1D-336	1280	tetracycline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51628	Staphylococcus aureus 1D-336	1280	tobramycin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51628	Staphylococcus aureus 1D-336	1280	trimethoprim/sulfamethoxazole		<=1/19	<=	1/19	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51628	Staphylococcus aureus 1D-336	1280	vancomycin		1		1	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51626	Staphylococcus aureus 1D-337	1280	cefoxitin		4		4	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51626	Staphylococcus aureus 1D-337	1280	ceftaroline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51626	Staphylococcus aureus 1D-337	1280	clindamycin		<=0.12	<=	0.12	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51626	Staphylococcus aureus 1D-337	1280	daptomycin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51626	Staphylococcus aureus 1D-337	1280	erythromycin		0.5		0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51626	Staphylococcus aureus 1D-337	1280	fusidic acid		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51626	Staphylococcus aureus 1D-337	1280	gentamicin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51626	Staphylococcus aureus 1D-337	1280	levofloxacin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51626	Staphylococcus aureus 1D-337	1280	linezolid		4		4	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51626	Staphylococcus aureus 1D-337	1280	moxifloxacin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51626	Staphylococcus aureus 1D-337	1280	mupirocin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51626	Staphylococcus aureus 1D-337	1280	norfloxacin		<=4	<=	4	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51626	Staphylococcus aureus 1D-337	1280	rifampin		<=0.03	<=	0.03	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51626	Staphylococcus aureus 1D-337	1280	teicoplanin		<=1	<=	1	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51626	Staphylococcus aureus 1D-337	1280	telavancin		0.06		0.06	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51626	Staphylococcus aureus 1D-337	1280	tetracycline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51626	Staphylococcus aureus 1D-337	1280	tobramycin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51626	Staphylococcus aureus 1D-337	1280	trimethoprim/sulfamethoxazole		<=1/19	<=	1/19	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51626	Staphylococcus aureus 1D-337	1280	vancomycin		1		1	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51627	Staphylococcus aureus 1D-338	1280	cefoxitin		2		2	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51627	Staphylococcus aureus 1D-338	1280	ceftaroline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51627	Staphylococcus aureus 1D-338	1280	clindamycin		<=0.12	<=	0.12	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51627	Staphylococcus aureus 1D-338	1280	daptomycin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51627	Staphylococcus aureus 1D-338	1280	erythromycin		0.5		0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51627	Staphylococcus aureus 1D-338	1280	fusidic acid		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51627	Staphylococcus aureus 1D-338	1280	gentamicin		0.5		0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51627	Staphylococcus aureus 1D-338	1280	levofloxacin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51627	Staphylococcus aureus 1D-338	1280	linezolid		<=2	<=	2	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51627	Staphylococcus aureus 1D-338	1280	moxifloxacin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51627	Staphylococcus aureus 1D-338	1280	mupirocin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51627	Staphylococcus aureus 1D-338	1280	norfloxacin		<=4	<=	4	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51627	Staphylococcus aureus 1D-338	1280	rifampin		<=0.03	<=	0.03	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51627	Staphylococcus aureus 1D-338	1280	teicoplanin		<=1	<=	1	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51627	Staphylococcus aureus 1D-338	1280	telavancin		0.06		0.06	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51627	Staphylococcus aureus 1D-338	1280	tetracycline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51627	Staphylococcus aureus 1D-338	1280	tobramycin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51627	Staphylococcus aureus 1D-338	1280	trimethoprim/sulfamethoxazole		<=1/19	<=	1/19	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51627	Staphylococcus aureus 1D-338	1280	vancomycin		1		1	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51640	Staphylococcus aureus 1D-339	1280	cefoxitin		4		4	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51640	Staphylococcus aureus 1D-339	1280	ceftaroline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51640	Staphylococcus aureus 1D-339	1280	clindamycin		<=0.12	<=	0.12	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51640	Staphylococcus aureus 1D-339	1280	daptomycin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51640	Staphylococcus aureus 1D-339	1280	erythromycin		0.5		0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51640	Staphylococcus aureus 1D-339	1280	fusidic acid		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51640	Staphylococcus aureus 1D-339	1280	gentamicin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51640	Staphylococcus aureus 1D-339	1280	levofloxacin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51640	Staphylococcus aureus 1D-339	1280	linezolid		4		4	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51640	Staphylococcus aureus 1D-339	1280	moxifloxacin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51640	Staphylococcus aureus 1D-339	1280	mupirocin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51640	Staphylococcus aureus 1D-339	1280	norfloxacin		<=4	<=	4	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51640	Staphylococcus aureus 1D-339	1280	rifampin		<=0.03	<=	0.03	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51640	Staphylococcus aureus 1D-339	1280	teicoplanin		<=1	<=	1	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51640	Staphylococcus aureus 1D-339	1280	telavancin		0.06		0.06	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51640	Staphylococcus aureus 1D-339	1280	tetracycline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51640	Staphylococcus aureus 1D-339	1280	tobramycin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51640	Staphylococcus aureus 1D-339	1280	trimethoprim/sulfamethoxazole		<=1/19	<=	1/19	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51640	Staphylococcus aureus 1D-339	1280	vancomycin		1		1	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51639	Staphylococcus aureus 1D-340	1280	cefoxitin		2		2	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51639	Staphylococcus aureus 1D-340	1280	ceftaroline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51639	Staphylococcus aureus 1D-340	1280	clindamycin		<=0.12	<=	0.12	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51639	Staphylococcus aureus 1D-340	1280	daptomycin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51639	Staphylococcus aureus 1D-340	1280	erythromycin		0.5		0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51639	Staphylococcus aureus 1D-340	1280	fusidic acid		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51639	Staphylococcus aureus 1D-340	1280	gentamicin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51639	Staphylococcus aureus 1D-340	1280	levofloxacin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51639	Staphylococcus aureus 1D-340	1280	linezolid		<=2	<=	2	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51639	Staphylococcus aureus 1D-340	1280	moxifloxacin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51639	Staphylococcus aureus 1D-340	1280	mupirocin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51639	Staphylococcus aureus 1D-340	1280	norfloxacin		<=4	<=	4	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51639	Staphylococcus aureus 1D-340	1280	rifampin		<=0.03	<=	0.03	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51639	Staphylococcus aureus 1D-340	1280	teicoplanin		<=1	<=	1	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51639	Staphylococcus aureus 1D-340	1280	telavancin		0.06		0.06	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51639	Staphylococcus aureus 1D-340	1280	tetracycline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51639	Staphylococcus aureus 1D-340	1280	tobramycin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51639	Staphylococcus aureus 1D-340	1280	trimethoprim/sulfamethoxazole		<=1/19	<=	1/19	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51639	Staphylococcus aureus 1D-340	1280	vancomycin		1		1	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51644	Staphylococcus aureus 1D-341	1280	cefoxitin		2		2	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51644	Staphylococcus aureus 1D-341	1280	ceftaroline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51644	Staphylococcus aureus 1D-341	1280	clindamycin		<=0.12	<=	0.12	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51644	Staphylococcus aureus 1D-341	1280	daptomycin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51644	Staphylococcus aureus 1D-341	1280	erythromycin		0.5		0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51644	Staphylococcus aureus 1D-341	1280	fusidic acid		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51644	Staphylococcus aureus 1D-341	1280	gentamicin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51644	Staphylococcus aureus 1D-341	1280	levofloxacin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51644	Staphylococcus aureus 1D-341	1280	linezolid		4		4	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51644	Staphylococcus aureus 1D-341	1280	moxifloxacin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51644	Staphylococcus aureus 1D-341	1280	mupirocin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51644	Staphylococcus aureus 1D-341	1280	norfloxacin		<=4	<=	4	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51644	Staphylococcus aureus 1D-341	1280	rifampin		<=0.03	<=	0.03	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51644	Staphylococcus aureus 1D-341	1280	teicoplanin		<=1	<=	1	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51644	Staphylococcus aureus 1D-341	1280	telavancin		0.06		0.06	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51644	Staphylococcus aureus 1D-341	1280	tetracycline		1		1	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51644	Staphylococcus aureus 1D-341	1280	tobramycin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51644	Staphylococcus aureus 1D-341	1280	trimethoprim/sulfamethoxazole		<=1/19	<=	1/19	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51644	Staphylococcus aureus 1D-341	1280	vancomycin		1		1	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51642	Staphylococcus aureus 1D-342	1280	cefoxitin		2		2	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51642	Staphylococcus aureus 1D-342	1280	ceftaroline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51642	Staphylococcus aureus 1D-342	1280	clindamycin		<=0.12	<=	0.12	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51642	Staphylococcus aureus 1D-342	1280	daptomycin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51642	Staphylococcus aureus 1D-342	1280	erythromycin		0.5		0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51642	Staphylococcus aureus 1D-342	1280	fusidic acid		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51642	Staphylococcus aureus 1D-342	1280	gentamicin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51642	Staphylococcus aureus 1D-342	1280	levofloxacin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51642	Staphylococcus aureus 1D-342	1280	linezolid		4		4	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51642	Staphylococcus aureus 1D-342	1280	moxifloxacin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51642	Staphylococcus aureus 1D-342	1280	mupirocin		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51642	Staphylococcus aureus 1D-342	1280	norfloxacin		<=4	<=	4	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51642	Staphylococcus aureus 1D-342	1280	rifampin		<=0.03	<=	0.03	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51642	Staphylococcus aureus 1D-342	1280	teicoplanin		<=1	<=	1	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51642	Staphylococcus aureus 1D-342	1280	telavancin		0.06		0.06	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51642	Staphylococcus aureus 1D-342	1280	tetracycline		<=0.5	<=	0.5	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51642	Staphylococcus aureus 1D-342	1280	tobramycin		<=0.25	<=	0.25	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51642	Staphylococcus aureus 1D-342	1280	trimethoprim/sulfamethoxazole		<=1/19	<=	1/19	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
1280.51642	Staphylococcus aureus 1D-342	1280	vancomycin		1		1	mg/L	Broth dilution		Sensititre	Thermo Fisher Scientific	EUCAST	2017	
