genome_id	genome.publication	genome.bioproject_accession	genome.biosample_accession	genome.assembly_accession	genome.genbank_accessions	genome.refseq_accessions
985002.485	35756053		SAMEA6656620			
985002.485	35756053		SAMEA6656620			
985002.485	35756053		SAMEA6656620			
985002.485	35756053		SAMEA6656620			
985002.485	35756053		SAMEA6656620			
985002.485	35756053		SAMEA6656620			
985002.485	35756053		SAMEA6656620			
985002.485	35756053		SAMEA6656620			
985002.485	35756053		SAMEA6656620			
985002.485	35756053		SAMEA6656620			
985002.485	35756053		SAMEA6656620			
985002.485	35756053		SAMEA6656620			
985002.485	35756053		SAMEA6656620			
985002.485	35756053		SAMEA6656620			
985002.485	35756053		SAMEA6656620			
985002.485	35756053		SAMEA6656620			
985002.485	35756053		SAMEA6656620			
985002.485	35756053		SAMEA6656620			
985002.485	35756053		SAMEA6656620			
985002.100	26806258	PRJEB9575	SAMEA3449070	GCF_900128145.1	FQRA00000000	
985002.100	26806258	PRJEB9575	SAMEA3449070	GCF_900128145.1	FQRA00000000	
985002.100	26806258	PRJEB9575	SAMEA3449070	GCF_900128145.1	FQRA00000000	
985002.100	26806258	PRJEB9575	SAMEA3449070	GCF_900128145.1	FQRA00000000	
985002.100	26806258	PRJEB9575	SAMEA3449070	GCF_900128145.1	FQRA00000000	
985002.100	26806258	PRJEB9575	SAMEA3449070	GCF_900128145.1	FQRA00000000	
985002.100	26806258	PRJEB9575	SAMEA3449070	GCF_900128145.1	FQRA00000000	
985002.100	26806258	PRJEB9575	SAMEA3449070	GCF_900128145.1	FQRA00000000	
985002.100	26806258	PRJEB9575	SAMEA3449070	GCF_900128145.1	FQRA00000000	
985002.100	26806258	PRJEB9575	SAMEA3449070	GCF_900128145.1	FQRA00000000	
985002.145	26806258	PRJEB9575	SAMEA3449071	GCF_900126525.1	FQKD00000000	
985002.145	26806258	PRJEB9575	SAMEA3449071	GCF_900126525.1	FQKD00000000	
985002.145	26806258	PRJEB9575	SAMEA3449071	GCF_900126525.1	FQKD00000000	
985002.145	26806258	PRJEB9575	SAMEA3449071	GCF_900126525.1	FQKD00000000	
985002.145	26806258	PRJEB9575	SAMEA3449071	GCF_900126525.1	FQKD00000000	
985002.145	26806258	PRJEB9575	SAMEA3449071	GCF_900126525.1	FQKD00000000	
985002.145	26806258	PRJEB9575	SAMEA3449071	GCF_900126525.1	FQKD00000000	
985002.145	26806258	PRJEB9575	SAMEA3449071	GCF_900126525.1	FQKD00000000	
985002.145	26806258	PRJEB9575	SAMEA3449071	GCF_900126525.1	FQKD00000000	
985002.145	26806258	PRJEB9575	SAMEA3449071	GCF_900126525.1	FQKD00000000	
985002.143	26806258	PRJEB9575	SAMEA3449072	GCF_900126555.1	FQMN00000000	
985002.143	26806258	PRJEB9575	SAMEA3449072	GCF_900126555.1	FQMN00000000	
985002.143	26806258	PRJEB9575	SAMEA3449072	GCF_900126555.1	FQMN00000000	
985002.143	26806258	PRJEB9575	SAMEA3449072	GCF_900126555.1	FQMN00000000	
985002.143	26806258	PRJEB9575	SAMEA3449072	GCF_900126555.1	FQMN00000000	
985002.143	26806258	PRJEB9575	SAMEA3449072	GCF_900126555.1	FQMN00000000	
985002.143	26806258	PRJEB9575	SAMEA3449072	GCF_900126555.1	FQMN00000000	
985002.143	26806258	PRJEB9575	SAMEA3449072	GCF_900126555.1	FQMN00000000	
985002.143	26806258	PRJEB9575	SAMEA3449072	GCF_900126555.1	FQMN00000000	
985002.143	26806258	PRJEB9575	SAMEA3449072	GCF_900126555.1	FQMN00000000	
985002.144	26806258	PRJEB9575	SAMEA3449073	GCF_900126545.1	FQML00000000	
985002.144	26806258	PRJEB9575	SAMEA3449073	GCF_900126545.1	FQML00000000	
985002.144	26806258	PRJEB9575	SAMEA3449073	GCF_900126545.1	FQML00000000	
985002.144	26806258	PRJEB9575	SAMEA3449073	GCF_900126545.1	FQML00000000	
985002.144	26806258	PRJEB9575	SAMEA3449073	GCF_900126545.1	FQML00000000	
985002.144	26806258	PRJEB9575	SAMEA3449073	GCF_900126545.1	FQML00000000	
985002.144	26806258	PRJEB9575	SAMEA3449073	GCF_900126545.1	FQML00000000	
985002.144	26806258	PRJEB9575	SAMEA3449073	GCF_900126545.1	FQML00000000	
985002.144	26806258	PRJEB9575	SAMEA3449073	GCF_900126545.1	FQML00000000	
985002.144	26806258	PRJEB9575	SAMEA3449073	GCF_900126545.1	FQML00000000	
985002.142	26806258	PRJEB9575	SAMEA3449074	GCF_900126565.1	FQMM00000000	
985002.142	26806258	PRJEB9575	SAMEA3449074	GCF_900126565.1	FQMM00000000	
985002.142	26806258	PRJEB9575	SAMEA3449074	GCF_900126565.1	FQMM00000000	
985002.142	26806258	PRJEB9575	SAMEA3449074	GCF_900126565.1	FQMM00000000	
985002.142	26806258	PRJEB9575	SAMEA3449074	GCF_900126565.1	FQMM00000000	
985002.142	26806258	PRJEB9575	SAMEA3449074	GCF_900126565.1	FQMM00000000	
985002.142	26806258	PRJEB9575	SAMEA3449074	GCF_900126565.1	FQMM00000000	
985002.142	26806258	PRJEB9575	SAMEA3449074	GCF_900126565.1	FQMM00000000	
985002.142	26806258	PRJEB9575	SAMEA3449074	GCF_900126565.1	FQMM00000000	
985002.142	26806258	PRJEB9575	SAMEA3449074	GCF_900126565.1	FQMM00000000	
985002.99	26806258	PRJEB9575	SAMEA3449075	GCF_900128155.1	FQRC00000000	
985002.99	26806258	PRJEB9575	SAMEA3449075	GCF_900128155.1	FQRC00000000	
985002.99	26806258	PRJEB9575	SAMEA3449075	GCF_900128155.1	FQRC00000000	
985002.99	26806258	PRJEB9575	SAMEA3449075	GCF_900128155.1	FQRC00000000	
985002.99	26806258	PRJEB9575	SAMEA3449075	GCF_900128155.1	FQRC00000000	
985002.99	26806258	PRJEB9575	SAMEA3449075	GCF_900128155.1	FQRC00000000	
985002.99	26806258	PRJEB9575	SAMEA3449075	GCF_900128155.1	FQRC00000000	
985002.99	26806258	PRJEB9575	SAMEA3449075	GCF_900128155.1	FQRC00000000	
985002.99	26806258	PRJEB9575	SAMEA3449075	GCF_900128155.1	FQRC00000000	
985002.99	26806258	PRJEB9575	SAMEA3449075	GCF_900128155.1	FQRC00000000	
985002.98	26806258	PRJEB9575	SAMEA3449076	GCF_900128165.1	FQRD00000000	
985002.98	26806258	PRJEB9575	SAMEA3449076	GCF_900128165.1	FQRD00000000	
985002.98	26806258	PRJEB9575	SAMEA3449076	GCF_900128165.1	FQRD00000000	
985002.98	26806258	PRJEB9575	SAMEA3449076	GCF_900128165.1	FQRD00000000	
985002.98	26806258	PRJEB9575	SAMEA3449076	GCF_900128165.1	FQRD00000000	
985002.98	26806258	PRJEB9575	SAMEA3449076	GCF_900128165.1	FQRD00000000	
985002.98	26806258	PRJEB9575	SAMEA3449076	GCF_900128165.1	FQRD00000000	
985002.98	26806258	PRJEB9575	SAMEA3449076	GCF_900128165.1	FQRD00000000	
985002.98	26806258	PRJEB9575	SAMEA3449076	GCF_900128165.1	FQRD00000000	
985002.98	26806258	PRJEB9575	SAMEA3449076	GCF_900128165.1	FQRD00000000	
985002.97	26806258	PRJEB9575	SAMEA3449077	GCF_900128175.1	FQRB00000000	
985002.97	26806258	PRJEB9575	SAMEA3449077	GCF_900128175.1	FQRB00000000	
985002.97	26806258	PRJEB9575	SAMEA3449077	GCF_900128175.1	FQRB00000000	
985002.97	26806258	PRJEB9575	SAMEA3449077	GCF_900128175.1	FQRB00000000	
985002.97	26806258	PRJEB9575	SAMEA3449077	GCF_900128175.1	FQRB00000000	
985002.97	26806258	PRJEB9575	SAMEA3449077	GCF_900128175.1	FQRB00000000	
985002.97	26806258	PRJEB9575	SAMEA3449077	GCF_900128175.1	FQRB00000000	
985002.97	26806258	PRJEB9575	SAMEA3449077	GCF_900128175.1	FQRB00000000	
985002.97	26806258	PRJEB9575	SAMEA3449077	GCF_900128175.1	FQRB00000000	
985002.97	26806258	PRJEB9575	SAMEA3449077	GCF_900128175.1	FQRB00000000	
985002.153	26806258	PRJEB9575	SAMEA3449078	GCF_900126585.1	FQMP00000000	
985002.153	26806258	PRJEB9575	SAMEA3449078	GCF_900126585.1	FQMP00000000	
985002.153	26806258	PRJEB9575	SAMEA3449078	GCF_900126585.1	FQMP00000000	
985002.153	26806258	PRJEB9575	SAMEA3449078	GCF_900126585.1	FQMP00000000	
985002.153	26806258	PRJEB9575	SAMEA3449078	GCF_900126585.1	FQMP00000000	
985002.153	26806258	PRJEB9575	SAMEA3449078	GCF_900126585.1	FQMP00000000	
985002.153	26806258	PRJEB9575	SAMEA3449078	GCF_900126585.1	FQMP00000000	
985002.153	26806258	PRJEB9575	SAMEA3449078	GCF_900126585.1	FQMP00000000	
985002.153	26806258	PRJEB9575	SAMEA3449078	GCF_900126585.1	FQMP00000000	
985002.153	26806258	PRJEB9575	SAMEA3449078	GCF_900126585.1	FQMP00000000	
985002.141	26806258	PRJEB9575	SAMEA3449079	GCF_900126595.1	FQMQ00000000	
985002.141	26806258	PRJEB9575	SAMEA3449079	GCF_900126595.1	FQMQ00000000	
985002.141	26806258	PRJEB9575	SAMEA3449079	GCF_900126595.1	FQMQ00000000	
985002.141	26806258	PRJEB9575	SAMEA3449079	GCF_900126595.1	FQMQ00000000	
985002.141	26806258	PRJEB9575	SAMEA3449079	GCF_900126595.1	FQMQ00000000	
985002.141	26806258	PRJEB9575	SAMEA3449079	GCF_900126595.1	FQMQ00000000	
985002.141	26806258	PRJEB9575	SAMEA3449079	GCF_900126595.1	FQMQ00000000	
985002.141	26806258	PRJEB9575	SAMEA3449079	GCF_900126595.1	FQMQ00000000	
985002.141	26806258	PRJEB9575	SAMEA3449079	GCF_900126595.1	FQMQ00000000	
985002.141	26806258	PRJEB9575	SAMEA3449079	GCF_900126595.1	FQMQ00000000	
985002.140	26806258	PRJEB9575	SAMEA3449080	GCF_900126605.1	FQMR00000000	
985002.140	26806258	PRJEB9575	SAMEA3449080	GCF_900126605.1	FQMR00000000	
985002.140	26806258	PRJEB9575	SAMEA3449080	GCF_900126605.1	FQMR00000000	
985002.140	26806258	PRJEB9575	SAMEA3449080	GCF_900126605.1	FQMR00000000	
985002.140	26806258	PRJEB9575	SAMEA3449080	GCF_900126605.1	FQMR00000000	
985002.140	26806258	PRJEB9575	SAMEA3449080	GCF_900126605.1	FQMR00000000	
985002.140	26806258	PRJEB9575	SAMEA3449080	GCF_900126605.1	FQMR00000000	
985002.140	26806258	PRJEB9575	SAMEA3449080	GCF_900126605.1	FQMR00000000	
985002.140	26806258	PRJEB9575	SAMEA3449080	GCF_900126605.1	FQMR00000000	
985002.140	26806258	PRJEB9575	SAMEA3449080	GCF_900126605.1	FQMR00000000	
985002.96	26806258	PRJEB9575	SAMEA3449081	GCF_900128185.1	FQRE00000000	
985002.96	26806258	PRJEB9575	SAMEA3449081	GCF_900128185.1	FQRE00000000	
985002.96	26806258	PRJEB9575	SAMEA3449081	GCF_900128185.1	FQRE00000000	
985002.96	26806258	PRJEB9575	SAMEA3449081	GCF_900128185.1	FQRE00000000	
985002.96	26806258	PRJEB9575	SAMEA3449081	GCF_900128185.1	FQRE00000000	
985002.96	26806258	PRJEB9575	SAMEA3449081	GCF_900128185.1	FQRE00000000	
985002.96	26806258	PRJEB9575	SAMEA3449081	GCF_900128185.1	FQRE00000000	
985002.96	26806258	PRJEB9575	SAMEA3449081	GCF_900128185.1	FQRE00000000	
985002.96	26806258	PRJEB9575	SAMEA3449081	GCF_900128185.1	FQRE00000000	
985002.96	26806258	PRJEB9575	SAMEA3449081	GCF_900128185.1	FQRE00000000	
985002.139	26806258	PRJEB9575	SAMEA3449082	GCF_900126615.1	FQKI00000000	
985002.139	26806258	PRJEB9575	SAMEA3449082	GCF_900126615.1	FQKI00000000	
985002.139	26806258	PRJEB9575	SAMEA3449082	GCF_900126615.1	FQKI00000000	
985002.139	26806258	PRJEB9575	SAMEA3449082	GCF_900126615.1	FQKI00000000	
985002.139	26806258	PRJEB9575	SAMEA3449082	GCF_900126615.1	FQKI00000000	
985002.139	26806258	PRJEB9575	SAMEA3449082	GCF_900126615.1	FQKI00000000	
985002.139	26806258	PRJEB9575	SAMEA3449082	GCF_900126615.1	FQKI00000000	
985002.139	26806258	PRJEB9575	SAMEA3449082	GCF_900126615.1	FQKI00000000	
985002.139	26806258	PRJEB9575	SAMEA3449082	GCF_900126615.1	FQKI00000000	
985002.139	26806258	PRJEB9575	SAMEA3449082	GCF_900126615.1	FQKI00000000	
985002.95	26806258	PRJEB9575	SAMEA3449083	GCF_900128195.1	FQRF00000000	
985002.95	26806258	PRJEB9575	SAMEA3449083	GCF_900128195.1	FQRF00000000	
985002.95	26806258	PRJEB9575	SAMEA3449083	GCF_900128195.1	FQRF00000000	
985002.95	26806258	PRJEB9575	SAMEA3449083	GCF_900128195.1	FQRF00000000	
985002.95	26806258	PRJEB9575	SAMEA3449083	GCF_900128195.1	FQRF00000000	
985002.95	26806258	PRJEB9575	SAMEA3449083	GCF_900128195.1	FQRF00000000	
985002.95	26806258	PRJEB9575	SAMEA3449083	GCF_900128195.1	FQRF00000000	
985002.95	26806258	PRJEB9575	SAMEA3449083	GCF_900128195.1	FQRF00000000	
985002.95	26806258	PRJEB9575	SAMEA3449083	GCF_900128195.1	FQRF00000000	
985002.95	26806258	PRJEB9575	SAMEA3449083	GCF_900128195.1	FQRF00000000	
985002.138	26806258	PRJEB9575	SAMEA3449084	GCF_900126625.1	FQKJ00000000	
985002.138	26806258	PRJEB9575	SAMEA3449084	GCF_900126625.1	FQKJ00000000	
985002.138	26806258	PRJEB9575	SAMEA3449084	GCF_900126625.1	FQKJ00000000	
985002.138	26806258	PRJEB9575	SAMEA3449084	GCF_900126625.1	FQKJ00000000	
985002.138	26806258	PRJEB9575	SAMEA3449084	GCF_900126625.1	FQKJ00000000	
985002.138	26806258	PRJEB9575	SAMEA3449084	GCF_900126625.1	FQKJ00000000	
985002.138	26806258	PRJEB9575	SAMEA3449084	GCF_900126625.1	FQKJ00000000	
985002.138	26806258	PRJEB9575	SAMEA3449084	GCF_900126625.1	FQKJ00000000	
985002.138	26806258	PRJEB9575	SAMEA3449084	GCF_900126625.1	FQKJ00000000	
985002.138	26806258	PRJEB9575	SAMEA3449084	GCF_900126625.1	FQKJ00000000	
985002.94	26806258	PRJEB9575	SAMEA3449085	GCF_900128205.1	FQRH00000000	
985002.94	26806258	PRJEB9575	SAMEA3449085	GCF_900128205.1	FQRH00000000	
985002.94	26806258	PRJEB9575	SAMEA3449085	GCF_900128205.1	FQRH00000000	
985002.94	26806258	PRJEB9575	SAMEA3449085	GCF_900128205.1	FQRH00000000	
985002.94	26806258	PRJEB9575	SAMEA3449085	GCF_900128205.1	FQRH00000000	
985002.94	26806258	PRJEB9575	SAMEA3449085	GCF_900128205.1	FQRH00000000	
985002.94	26806258	PRJEB9575	SAMEA3449085	GCF_900128205.1	FQRH00000000	
985002.94	26806258	PRJEB9575	SAMEA3449085	GCF_900128205.1	FQRH00000000	
985002.94	26806258	PRJEB9575	SAMEA3449085	GCF_900128205.1	FQRH00000000	
985002.94	26806258	PRJEB9575	SAMEA3449085	GCF_900128205.1	FQRH00000000	
985002.137	26806258	PRJEB9575	SAMEA3449086	GCF_900126645.1	FQKK00000000	
985002.137	26806258	PRJEB9575	SAMEA3449086	GCF_900126645.1	FQKK00000000	
985002.137	26806258	PRJEB9575	SAMEA3449086	GCF_900126645.1	FQKK00000000	
985002.137	26806258	PRJEB9575	SAMEA3449086	GCF_900126645.1	FQKK00000000	
985002.137	26806258	PRJEB9575	SAMEA3449086	GCF_900126645.1	FQKK00000000	
985002.137	26806258	PRJEB9575	SAMEA3449086	GCF_900126645.1	FQKK00000000	
985002.137	26806258	PRJEB9575	SAMEA3449086	GCF_900126645.1	FQKK00000000	
985002.137	26806258	PRJEB9575	SAMEA3449086	GCF_900126645.1	FQKK00000000	
985002.137	26806258	PRJEB9575	SAMEA3449086	GCF_900126645.1	FQKK00000000	
985002.137	26806258	PRJEB9575	SAMEA3449086	GCF_900126645.1	FQKK00000000	
985002.136	26806258	PRJEB9575	SAMEA3449087	GCF_900126655.1	FQKG00000000	
985002.136	26806258	PRJEB9575	SAMEA3449087	GCF_900126655.1	FQKG00000000	
985002.136	26806258	PRJEB9575	SAMEA3449087	GCF_900126655.1	FQKG00000000	
985002.136	26806258	PRJEB9575	SAMEA3449087	GCF_900126655.1	FQKG00000000	
985002.136	26806258	PRJEB9575	SAMEA3449087	GCF_900126655.1	FQKG00000000	
985002.136	26806258	PRJEB9575	SAMEA3449087	GCF_900126655.1	FQKG00000000	
985002.136	26806258	PRJEB9575	SAMEA3449087	GCF_900126655.1	FQKG00000000	
985002.136	26806258	PRJEB9575	SAMEA3449087	GCF_900126655.1	FQKG00000000	
985002.136	26806258	PRJEB9575	SAMEA3449087	GCF_900126655.1	FQKG00000000	
985002.136	26806258	PRJEB9575	SAMEA3449087	GCF_900126655.1	FQKG00000000	
985002.154	26806258	PRJEB9575	SAMEA3449088	GCF_900126665.1	FQKL00000000	
985002.154	26806258	PRJEB9575	SAMEA3449088	GCF_900126665.1	FQKL00000000	
985002.154	26806258	PRJEB9575	SAMEA3449088	GCF_900126665.1	FQKL00000000	
985002.154	26806258	PRJEB9575	SAMEA3449088	GCF_900126665.1	FQKL00000000	
985002.154	26806258	PRJEB9575	SAMEA3449088	GCF_900126665.1	FQKL00000000	
985002.154	26806258	PRJEB9575	SAMEA3449088	GCF_900126665.1	FQKL00000000	
985002.154	26806258	PRJEB9575	SAMEA3449088	GCF_900126665.1	FQKL00000000	
985002.154	26806258	PRJEB9575	SAMEA3449088	GCF_900126665.1	FQKL00000000	
985002.154	26806258	PRJEB9575	SAMEA3449088	GCF_900126665.1	FQKL00000000	
985002.154	26806258	PRJEB9575	SAMEA3449088	GCF_900126665.1	FQKL00000000	
985002.135	26806258	PRJEB9575	SAMEA3449089	GCF_900126675.1	FQKM00000000	
985002.135	26806258	PRJEB9575	SAMEA3449089	GCF_900126675.1	FQKM00000000	
985002.135	26806258	PRJEB9575	SAMEA3449089	GCF_900126675.1	FQKM00000000	
985002.135	26806258	PRJEB9575	SAMEA3449089	GCF_900126675.1	FQKM00000000	
985002.135	26806258	PRJEB9575	SAMEA3449089	GCF_900126675.1	FQKM00000000	
985002.135	26806258	PRJEB9575	SAMEA3449089	GCF_900126675.1	FQKM00000000	
985002.135	26806258	PRJEB9575	SAMEA3449089	GCF_900126675.1	FQKM00000000	
985002.135	26806258	PRJEB9575	SAMEA3449089	GCF_900126675.1	FQKM00000000	
985002.135	26806258	PRJEB9575	SAMEA3449089	GCF_900126675.1	FQKM00000000	
985002.135	26806258	PRJEB9575	SAMEA3449089	GCF_900126675.1	FQKM00000000	
985002.93	26806258	PRJEB9575	SAMEA3449090	GCF_900128215.1	FQRG00000000	
985002.93	26806258	PRJEB9575	SAMEA3449090	GCF_900128215.1	FQRG00000000	
985002.93	26806258	PRJEB9575	SAMEA3449090	GCF_900128215.1	FQRG00000000	
985002.93	26806258	PRJEB9575	SAMEA3449090	GCF_900128215.1	FQRG00000000	
985002.93	26806258	PRJEB9575	SAMEA3449090	GCF_900128215.1	FQRG00000000	
985002.93	26806258	PRJEB9575	SAMEA3449090	GCF_900128215.1	FQRG00000000	
985002.93	26806258	PRJEB9575	SAMEA3449090	GCF_900128215.1	FQRG00000000	
985002.93	26806258	PRJEB9575	SAMEA3449090	GCF_900128215.1	FQRG00000000	
985002.93	26806258	PRJEB9575	SAMEA3449090	GCF_900128215.1	FQRG00000000	
985002.93	26806258	PRJEB9575	SAMEA3449090	GCF_900128215.1	FQRG00000000	
985002.134	26806258	PRJEB9575	SAMEA3449091	GCF_900126685.1	FQKR00000000	
985002.134	26806258	PRJEB9575	SAMEA3449091	GCF_900126685.1	FQKR00000000	
985002.134	26806258	PRJEB9575	SAMEA3449091	GCF_900126685.1	FQKR00000000	
985002.134	26806258	PRJEB9575	SAMEA3449091	GCF_900126685.1	FQKR00000000	
985002.134	26806258	PRJEB9575	SAMEA3449091	GCF_900126685.1	FQKR00000000	
985002.134	26806258	PRJEB9575	SAMEA3449091	GCF_900126685.1	FQKR00000000	
985002.134	26806258	PRJEB9575	SAMEA3449091	GCF_900126685.1	FQKR00000000	
985002.134	26806258	PRJEB9575	SAMEA3449091	GCF_900126685.1	FQKR00000000	
985002.134	26806258	PRJEB9575	SAMEA3449091	GCF_900126685.1	FQKR00000000	
985002.134	26806258	PRJEB9575	SAMEA3449091	GCF_900126685.1	FQKR00000000	
985002.133	26806258	PRJEB9575	SAMEA3449092	GCF_900126695.1	FQKQ00000000	
985002.133	26806258	PRJEB9575	SAMEA3449092	GCF_900126695.1	FQKQ00000000	
985002.133	26806258	PRJEB9575	SAMEA3449092	GCF_900126695.1	FQKQ00000000	
985002.133	26806258	PRJEB9575	SAMEA3449092	GCF_900126695.1	FQKQ00000000	
985002.133	26806258	PRJEB9575	SAMEA3449092	GCF_900126695.1	FQKQ00000000	
985002.133	26806258	PRJEB9575	SAMEA3449092	GCF_900126695.1	FQKQ00000000	
985002.133	26806258	PRJEB9575	SAMEA3449092	GCF_900126695.1	FQKQ00000000	
985002.133	26806258	PRJEB9575	SAMEA3449092	GCF_900126695.1	FQKQ00000000	
985002.133	26806258	PRJEB9575	SAMEA3449092	GCF_900126695.1	FQKQ00000000	
985002.133	26806258	PRJEB9575	SAMEA3449092	GCF_900126695.1	FQKQ00000000	
985002.92	26806258	PRJEB9575	SAMEA3449093	GCF_900128225.1	FQRI00000000	
985002.92	26806258	PRJEB9575	SAMEA3449093	GCF_900128225.1	FQRI00000000	
985002.92	26806258	PRJEB9575	SAMEA3449093	GCF_900128225.1	FQRI00000000	
985002.92	26806258	PRJEB9575	SAMEA3449093	GCF_900128225.1	FQRI00000000	
985002.92	26806258	PRJEB9575	SAMEA3449093	GCF_900128225.1	FQRI00000000	
985002.92	26806258	PRJEB9575	SAMEA3449093	GCF_900128225.1	FQRI00000000	
985002.92	26806258	PRJEB9575	SAMEA3449093	GCF_900128225.1	FQRI00000000	
985002.92	26806258	PRJEB9575	SAMEA3449093	GCF_900128225.1	FQRI00000000	
985002.92	26806258	PRJEB9575	SAMEA3449093	GCF_900128225.1	FQRI00000000	
985002.92	26806258	PRJEB9575	SAMEA3449093	GCF_900128225.1	FQRI00000000	
985002.91	26806258	PRJEB9575	SAMEA3449094	GCF_900128235.1	FQRJ00000000	
985002.91	26806258	PRJEB9575	SAMEA3449094	GCF_900128235.1	FQRJ00000000	
985002.91	26806258	PRJEB9575	SAMEA3449094	GCF_900128235.1	FQRJ00000000	
985002.91	26806258	PRJEB9575	SAMEA3449094	GCF_900128235.1	FQRJ00000000	
985002.91	26806258	PRJEB9575	SAMEA3449094	GCF_900128235.1	FQRJ00000000	
985002.91	26806258	PRJEB9575	SAMEA3449094	GCF_900128235.1	FQRJ00000000	
985002.91	26806258	PRJEB9575	SAMEA3449094	GCF_900128235.1	FQRJ00000000	
985002.91	26806258	PRJEB9575	SAMEA3449094	GCF_900128235.1	FQRJ00000000	
985002.91	26806258	PRJEB9575	SAMEA3449094	GCF_900128235.1	FQRJ00000000	
985002.91	26806258	PRJEB9575	SAMEA3449094	GCF_900128235.1	FQRJ00000000	
985002.132	26806258	PRJEB9575	SAMEA3449095	GCF_900126705.1	FQKP00000000	
985002.132	26806258	PRJEB9575	SAMEA3449095	GCF_900126705.1	FQKP00000000	
985002.132	26806258	PRJEB9575	SAMEA3449095	GCF_900126705.1	FQKP00000000	
985002.132	26806258	PRJEB9575	SAMEA3449095	GCF_900126705.1	FQKP00000000	
985002.132	26806258	PRJEB9575	SAMEA3449095	GCF_900126705.1	FQKP00000000	
985002.132	26806258	PRJEB9575	SAMEA3449095	GCF_900126705.1	FQKP00000000	
985002.132	26806258	PRJEB9575	SAMEA3449095	GCF_900126705.1	FQKP00000000	
985002.132	26806258	PRJEB9575	SAMEA3449095	GCF_900126705.1	FQKP00000000	
985002.132	26806258	PRJEB9575	SAMEA3449095	GCF_900126705.1	FQKP00000000	
985002.132	26806258	PRJEB9575	SAMEA3449095	GCF_900126705.1	FQKP00000000	
985002.90	26806258	PRJEB9575	SAMEA3449096	GCF_900128245.1	FQRK00000000	
985002.90	26806258	PRJEB9575	SAMEA3449096	GCF_900128245.1	FQRK00000000	
985002.90	26806258	PRJEB9575	SAMEA3449096	GCF_900128245.1	FQRK00000000	
985002.90	26806258	PRJEB9575	SAMEA3449096	GCF_900128245.1	FQRK00000000	
985002.90	26806258	PRJEB9575	SAMEA3449096	GCF_900128245.1	FQRK00000000	
985002.90	26806258	PRJEB9575	SAMEA3449096	GCF_900128245.1	FQRK00000000	
985002.90	26806258	PRJEB9575	SAMEA3449096	GCF_900128245.1	FQRK00000000	
985002.90	26806258	PRJEB9575	SAMEA3449096	GCF_900128245.1	FQRK00000000	
985002.90	26806258	PRJEB9575	SAMEA3449096	GCF_900128245.1	FQRK00000000	
985002.90	26806258	PRJEB9575	SAMEA3449096	GCF_900128245.1	FQRK00000000	
985002.89	26806258	PRJEB9575	SAMEA3449097	GCF_900128255.1	FQRL00000000	
985002.89	26806258	PRJEB9575	SAMEA3449097	GCF_900128255.1	FQRL00000000	
985002.89	26806258	PRJEB9575	SAMEA3449097	GCF_900128255.1	FQRL00000000	
985002.89	26806258	PRJEB9575	SAMEA3449097	GCF_900128255.1	FQRL00000000	
985002.89	26806258	PRJEB9575	SAMEA3449097	GCF_900128255.1	FQRL00000000	
985002.89	26806258	PRJEB9575	SAMEA3449097	GCF_900128255.1	FQRL00000000	
985002.89	26806258	PRJEB9575	SAMEA3449097	GCF_900128255.1	FQRL00000000	
985002.89	26806258	PRJEB9575	SAMEA3449097	GCF_900128255.1	FQRL00000000	
985002.89	26806258	PRJEB9575	SAMEA3449097	GCF_900128255.1	FQRL00000000	
985002.89	26806258	PRJEB9575	SAMEA3449097	GCF_900128255.1	FQRL00000000	
985002.131	26806258	PRJEB9575	SAMEA3449098	GCF_900126725.1	FQKO00000000	
985002.131	26806258	PRJEB9575	SAMEA3449098	GCF_900126725.1	FQKO00000000	
985002.131	26806258	PRJEB9575	SAMEA3449098	GCF_900126725.1	FQKO00000000	
985002.131	26806258	PRJEB9575	SAMEA3449098	GCF_900126725.1	FQKO00000000	
985002.131	26806258	PRJEB9575	SAMEA3449098	GCF_900126725.1	FQKO00000000	
985002.131	26806258	PRJEB9575	SAMEA3449098	GCF_900126725.1	FQKO00000000	
985002.131	26806258	PRJEB9575	SAMEA3449098	GCF_900126725.1	FQKO00000000	
985002.131	26806258	PRJEB9575	SAMEA3449098	GCF_900126725.1	FQKO00000000	
985002.131	26806258	PRJEB9575	SAMEA3449098	GCF_900126725.1	FQKO00000000	
985002.131	26806258	PRJEB9575	SAMEA3449098	GCF_900126725.1	FQKO00000000	
985002.88	26806258	PRJEB9575	SAMEA3449099	GCF_900128265.1	FQRM00000000	
985002.88	26806258	PRJEB9575	SAMEA3449099	GCF_900128265.1	FQRM00000000	
985002.88	26806258	PRJEB9575	SAMEA3449099	GCF_900128265.1	FQRM00000000	
985002.88	26806258	PRJEB9575	SAMEA3449099	GCF_900128265.1	FQRM00000000	
985002.88	26806258	PRJEB9575	SAMEA3449099	GCF_900128265.1	FQRM00000000	
985002.88	26806258	PRJEB9575	SAMEA3449099	GCF_900128265.1	FQRM00000000	
985002.88	26806258	PRJEB9575	SAMEA3449099	GCF_900128265.1	FQRM00000000	
985002.88	26806258	PRJEB9575	SAMEA3449099	GCF_900128265.1	FQRM00000000	
985002.88	26806258	PRJEB9575	SAMEA3449099	GCF_900128265.1	FQRM00000000	
985002.88	26806258	PRJEB9575	SAMEA3449099	GCF_900128265.1	FQRM00000000	
985002.87	26806258	PRJEB9575	SAMEA3449100	GCF_900128275.1	FQRN00000000	
