pmid	source_file	isolate_id	match_type	matched_strain	bioproject_accession	biosample_accession	sra_accession
34589061	34589061.mic.tsv	655_SEPI	no_match				
34589061	34589061.mic.tsv	NIHLM070	no_match				
34589061	34589061.mic.tsv	AHKF08	no_match				
34589061	34589061.mic.tsv	AEEG06	no_match				
34589061	34589061.mic.tsv	125_SEPI	no_match				
34589061	34589061.mic.tsv	402_SEPI	no_match				
34589061	34589061.mic.tsv	M04	no_match				
34589061	34589061.mic.tsv	ATCC 14990	no_match				
34589061	34589061.mic.tsv	ENVH350	no_match				
34589061	34589061.mic.tsv	SAM-3	no_match				
34589061	34589061.mic.tsv	C3	no_match				
34589061	34589061.mic.tsv	644_SEPI	no_match				
34589061	34589061.mic.tsv	NIHLM018	no_match				
34589061	34589061.mic.tsv	919_SEPI	no_match				
34589061	34589061.mic.tsv	SNUC 2400	no_match				
34589061	34589061.mic.tsv	ALKB06	no_match				
34589061	34589061.mic.tsv	Bt1p3	no_match				
34589061	34589061.mic.tsv	VCU057	no_match				
34589061	34589061.mic.tsv	NIHLM049	no_match				
34589061	34589061.mic.tsv	972_SEPI	no_match				
34589061	34589061.mic.tsv	MCO7	no_match				
34589061	34589061.mic.tsv	ZSC	no_match				
34589061	34589061.mic.tsv	920_SEPI	no_match				
34589061	34589061.mic.tsv	947_SEPI	no_match				
34589061	34589061.mic.tsv	946_SEPI	no_match				
34589061	34589061.mic.tsv	VCU045	no_match				
34589061	34589061.mic.tsv	SNUC 29	no_match				
34589061	34589061.mic.tsv	ESP40	no_match				
34589061	34589061.mic.tsv	504_SEPI	no_match				
34589061	34589061.mic.tsv	SCH-12	no_match				
34589061	34589061.mic.tsv	1067_SEPI	no_match				
34589061	34589061.mic.tsv	Y24	no_match				
34589061	34589061.mic.tsv	DAR4892	no_match				
34589061	34589061.mic.tsv	DAR5982	no_match				
34589061	34589061.mic.tsv	597_SEPI	no_match				
34589061	34589061.mic.tsv	A1KF08	no_match				
34589061	34589061.mic.tsv	ST14	no_match				
34589061	34589061.mic.tsv	SCH-11	no_match				
34589061	34589061.mic.tsv	1284_SEPI	no_match				
34589061	34589061.mic.tsv	NIH05005	no_match				
34589061	34589061.mic.tsv	1029_SEPI	no_match				
34589061	34589061.mic.tsv	SNUC 291	no_match				
34589061	34589061.mic.tsv	NIHLM021	no_match				
34589061	34589061.mic.tsv	NIHLM088	no_match				
34589061	34589061.mic.tsv	MIT 14-1777-C6	no_match				
34589061	34589061.mic.tsv	ENVH113	no_match				
34589061	34589061.mic.tsv	NIH04003	no_match				
34589061	34589061.mic.tsv	ICE181	no_match				
34589061	34589061.mic.tsv	1321_SEPI	no_match				
34589061	34589061.mic.tsv	312_SEPI	no_match				
34589061	34589061.mic.tsv	LRKNS057	no_match				
34589061	34589061.mic.tsv	705_SEPI	no_match				
34589061	34589061.mic.tsv	1142_SEPI	no_match				
34589061	34589061.mic.tsv	LRKNS062	no_match				
34589061	34589061.mic.tsv	590_SEPI	no_match				
34589061	34589061.mic.tsv	VCU111	no_match				
34589061	34589061.mic.tsv	SCH-18	no_match				
34589061	34589061.mic.tsv	1028_SEPI	no_match				
34589061	34589061.mic.tsv	1143_SEPI	no_match				
34589061	34589061.mic.tsv	AU23	no_match				
34589061	34589061.mic.tsv	938_SEPI	no_match				
34589061	34589061.mic.tsv	HUR103	no_match				
34589061	34589061.mic.tsv	MEX104	no_match				
34589061	34589061.mic.tsv	1204_SEPI	no_match				
34589061	34589061.mic.tsv	NIH051475	no_match				
34589061	34589061.mic.tsv	JAP25	no_match				
34589061	34589061.mic.tsv	NIH08001	no_match				
34589061	34589061.mic.tsv	URU91	no_match				
34589061	34589061.mic.tsv	686_SEPI	no_match				
34589061	34589061.mic.tsv	935_SEPI	no_match				
34589061	34589061.mic.tsv	934_SEPI	no_match				
34589061	34589061.mic.tsv	94_SEPI	no_match				
34589061	34589061.mic.tsv	SNUC 1357	no_match				
34589061	34589061.mic.tsv	XE_C06	no_match				
34589061	34589061.mic.tsv	ICE91	no_match				
34589061	34589061.mic.tsv	CV94	no_match				
34589061	34589061.mic.tsv	91_SEPI	no_match				
34589061	34589061.mic.tsv	1057	no_match				
34589061	34589061.mic.tsv	GTH12	no_match				
34589061	34589061.mic.tsv	551_SEPI	no_match				
34589061	34589061.mic.tsv	ENVH144	no_match				
34589061	34589061.mic.tsv	1188_SEPI	no_match				
34589061	34589061.mic.tsv	SNUC 2473	no_match				
34589061	34589061.mic.tsv	ICE34	no_match				
34589061	34589061.mic.tsv	Lt3p20	no_match				
34589061	34589061.mic.tsv	ENVL_287	no_match				
34589061	34589061.mic.tsv	384_SEPI	no_match				
34589061	34589061.mic.tsv	C7	no_match				
34589061	34589061.mic.tsv	ENVP605	no_match				
34589061	34589061.mic.tsv	DAR5910	no_match				
34589061	34589061.mic.tsv	178_SEPI	no_match				
34589061	34589061.mic.tsv	SK135	no_match				
34589061	34589061.mic.tsv	VCU014	no_match				
34589061	34589061.mic.tsv	MEX54	no_match				
34589061	34589061.mic.tsv	BUG123	no_match				
34589061	34589061.mic.tsv	Ae-e06	no_match				
34589061	34589061.mic.tsv	998_SEPI	no_match				
34589061	34589061.mic.tsv	NIHLM039	no_match				
34589061	34589061.mic.tsv	1024_SEPI	no_match				
34589061	34589061.mic.tsv	DAR5909	no_match				
34589061	34589061.mic.tsv	477_SEPI	no_match				
34589061	34589061.mic.tsv	1129_SEPI	no_match				
34589061	34589061.mic.tsv	DEN167	no_match				
34589061	34589061.mic.tsv	M0026	no_match				
34589061	34589061.mic.tsv	FDAARGOS_161	no_match				
34589061	34589061.mic.tsv	180_SEPI	no_match				
34589061	34589061.mic.tsv	IS-K	no_match				
34589061	34589061.mic.tsv	M23864:W2(grey)	no_match				
34589061	34589061.mic.tsv	DAR5988	no_match				
34589061	34589061.mic.tsv	1130_SEPI	no_match				
34589061	34589061.mic.tsv	1249_SEPI	no_match				
34589061	34589061.mic.tsv	479_SEPI	no_match				
34589061	34589061.mic.tsv	1340_SEPI	no_match				
34589061	34589061.mic.tsv	749_SEPI	no_match				
34589061	34589061.mic.tsv	475_SEPI	no_match				
34589061	34589061.mic.tsv	270_SEPI	no_match				
34589061	34589061.mic.tsv	1226_SEPI	no_match				
34589061	34589061.mic.tsv	281_SEPI	no_match				
34589061	34589061.mic.tsv	Kt1p58	no_match				
34589061	34589061.mic.tsv	59_SEPI	no_match				
34589061	34589061.mic.tsv	ATCC 12228	no_match				
34589061	34589061.mic.tsv	604_SEPI	no_match				
34589061	34589061.mic.tsv	ABKWR	no_match				
34589061	34589061.mic.tsv	pK_B01	no_match				
34589061	34589061.mic.tsv	1337_SEPI	no_match				
34589061	34589061.mic.tsv	1056_SEPI	no_match				
34589061	34589061.mic.tsv	URU81	no_match				
34589061	34589061.mic.tsv	IS-250	no_match				
34589061	34589061.mic.tsv	SNUC 901.1	no_match				
34589061	34589061.mic.tsv	DAR5416	no_match				
34589061	34589061.mic.tsv	890_SEPI	no_match				
34589061	34589061.mic.tsv	VCU065	no_match				
34589061	34589061.mic.tsv	801_SEPI	no_match				
34589061	34589061.mic.tsv	596_SEPI	no_match				
34589061	34589061.mic.tsv	DAR2037	no_match				
34589061	34589061.mic.tsv	1032_SEPI	no_match				
34589061	34589061.mic.tsv	PR246B0	no_match				
34589061	34589061.mic.tsv	DAR5991	no_match				
34589061	34589061.mic.tsv	1023_SEPI	no_match				
34589061	34589061.mic.tsv	87_SEPI	no_match				
34589061	34589061.mic.tsv	18_SEPI	no_match				
34589061	34589061.mic.tsv	165_SEPI	no_match				
34589061	34589061.mic.tsv	656_SEPI	no_match				
34589061	34589061.mic.tsv	7759	no_match				
34589061	34589061.mic.tsv	520_SEPI	no_match				
34589061	34589061.mic.tsv	939_SEPI	no_match				
34589061	34589061.mic.tsv	DAR5981	no_match				
34589061	34589061.mic.tsv	C10C	no_match				
34589061	34589061.mic.tsv	ENVL_370	no_match				
34589061	34589061.mic.tsv	897_SEPI	no_match				
34589061	34589061.mic.tsv	VCU120	no_match				
34589061	34589061.mic.tsv	819_SEPI	no_match				
34589061	34589061.mic.tsv	DAR4900	no_match				
34589061	34589061.mic.tsv	162_SEPI	no_match				
34589061	34589061.mic.tsv	158_SEPI	no_match				
34589061	34589061.mic.tsv	623_SEPI	no_match				
34589061	34589061.mic.tsv	634_SEPI	no_match				
34589061	34589061.mic.tsv	B45679-10	no_match				
34589061	34589061.mic.tsv	DAR4894	no_match				
34589061	34589061.mic.tsv	652_SEPI	no_match				
34589061	34589061.mic.tsv	DEN112	no_match				
34589061	34589061.mic.tsv	DAR5908	no_match				
34589061	34589061.mic.tsv	160_SEPI	no_match				
34589061	34589061.mic.tsv	DAR5907	no_match				
34589061	34589061.mic.tsv	1026_SEPI	no_match				
34589061	34589061.mic.tsv	795_SEPI	no_match				
34589061	34589061.mic.tsv	AOKB02	no_match				
34589061	34589061.mic.tsv	563_SEPI	no_match				
34589061	34589061.mic.tsv	SCH-23	no_match				
34589061	34589061.mic.tsv	1088_SEPI	no_match				
34589061	34589061.mic.tsv	764_SEPI	no_match				
34589061	34589061.mic.tsv	FDAARGOS_153	no_match				
34589061	34589061.mic.tsv	760_SEPI	no_match				
34589061	34589061.mic.tsv	DAR5953	no_match				
34589061	34589061.mic.tsv	767_SEPI	no_match				
34589061	34589061.mic.tsv	LRKNS042	no_match				
34589061	34589061.mic.tsv	DAR5954	no_match				
34589061	34589061.mic.tsv	DAR5955	no_match				
34589061	34589061.mic.tsv	DEN154	no_match				
34589061	34589061.mic.tsv	799_SEPI	no_match				
34589061	34589061.mic.tsv	365_SEPI	no_match				
34589061	34589061.mic.tsv	642_SEPI	no_match				
34589061	34589061.mic.tsv	407_SEPI	no_match				
34589061	34589061.mic.tsv	DAR5959	no_match				
34589061	34589061.mic.tsv	DAR1186	no_match				
34589061	34589061.mic.tsv	DAR6049	no_match				
34589061	34589061.mic.tsv	AGT127	no_match				
34589061	34589061.mic.tsv	422.rep1_SEPI	no_match				
34589061	34589061.mic.tsv	AG42	no_match				
34589061	34589061.mic.tsv	DAR5958	no_match				
34589061	34589061.mic.tsv	422.rep2_SEPI	no_match				
34589061	34589061.mic.tsv	SCH-9	no_match				
34589061	34589061.mic.tsv	LRKNS075	no_match				
34589061	34589061.mic.tsv	585_SEPI	no_match				
34589061	34589061.mic.tsv	460_SEPI	no_match				
34589061	34589061.mic.tsv	LRKNS086	no_match				
34589061	34589061.mic.tsv	SCH-2	no_match				
34589061	34589061.mic.tsv	1063_SEPI	no_match				
34589061	34589061.mic.tsv	VCU041	no_match				
34589061	34589061.mic.tsv	1191_SEPI	no_match				
34589061	34589061.mic.tsv	FDAARGOS_83	no_match				
34589061	34589061.mic.tsv	SCH-5	no_match				
34589061	34589061.mic.tsv	DAR5401	no_match				
34589061	34589061.mic.tsv	DEN121	no_match				
34589061	34589061.mic.tsv	NIHLM003	no_match				
34589061	34589061.mic.tsv	21_SEPI	no_match				
34589061	34589061.mic.tsv	386_SEPI	no_match				
34589061	34589061.mic.tsv	872_SEPI	no_match				
34589061	34589061.mic.tsv	535_SEPI	no_match				
34589061	34589061.mic.tsv	ERS1599555	no_match				
34589061	34589061.mic.tsv	921_SEPI	no_match				
34589061	34589061.mic.tsv	802_SEPI	no_match				
34589061	34589061.mic.tsv	803_SEPI	no_match				
34589061	34589061.mic.tsv	SCH-14	no_match				
34589061	34589061.mic.tsv	BCM-HMP0060	no_match				
34589061	34589061.mic.tsv	1062_SEPI	no_match				
34589061	34589061.mic.tsv	SCH-8	no_match				
34589061	34589061.mic.tsv	ITL638	no_match				
34589061	34589061.mic.tsv	761_SEPI	no_match				
34589061	34589061.mic.tsv	DAR4891	no_match				
34589061	34589061.mic.tsv	DAR1888	no_match				
34589061	34589061.mic.tsv	SCH-4	no_match				
34589061	34589061.mic.tsv	1013_SEPI	no_match				
34589061	34589061.mic.tsv	NIH05001	no_match				
34589061	34589061.mic.tsv	PM221	no_match				
34589061	34589061.mic.tsv	1021.rep1_SEPI	no_match				
34589061	34589061.mic.tsv	FDAARGOS_157	no_match				
34589061	34589061.mic.tsv	NIH06004	no_match				
34589061	34589061.mic.tsv	DAR5918	no_match				
34589061	34589061.mic.tsv	1022_SEPI	no_match				
34589061	34589061.mic.tsv	DAR4887	no_match				
34589061	34589061.mic.tsv	LRKNS087	no_match				
34589061	34589061.mic.tsv	1040_SEPI	no_match				
34589061	34589061.mic.tsv	B13258	no_match				
34589061	34589061.mic.tsv	bTMA-013	no_match				
34589061	34589061.mic.tsv	529_SEPI	no_match				
34589061	34589061.mic.tsv	1021.rep2_SEPI	no_match				
34589061	34589061.mic.tsv	961_SEPI	no_match				
34589061	34589061.mic.tsv	VCU013	no_match				
34589061	34589061.mic.tsv	568_SEPI	no_match				
34589061	34589061.mic.tsv	DAR5990	no_match				
34589061	34589061.mic.tsv	GRE40	no_match				
34589061	34589061.mic.tsv	15_SEPI	no_match				
34589061	34589061.mic.tsv	MEX130	no_match				
34589061	34589061.mic.tsv	16_SEPI	no_match				
34589061	34589061.mic.tsv	101_SEPI	no_match				
34589061	34589061.mic.tsv	458_SEPI	no_match				
34589061	34589061.mic.tsv	SCH-3	no_match				
34589061	34589061.mic.tsv	SCH-1	no_match				
34589061	34589061.mic.tsv	SCH-7	no_match				
34589061	34589061.mic.tsv	450_SEPI	no_match				
34589061	34589061.mic.tsv	SCH-10	no_match				
34589061	34589061.mic.tsv	NGS-ED-1118	no_match				
34589061	34589061.mic.tsv	1295_SEPI	no_match				
34589061	34589061.mic.tsv	NGS-ED-1117	no_match				
34589061	34589061.mic.tsv	364_SEPI	no_match				
34589061	34589061.mic.tsv	92_SEPI	no_match				
34589061	34589061.mic.tsv	439_SEPI	no_match				
34589061	34589061.mic.tsv	B12916	no_match				
34589061	34589061.mic.tsv	798_SEPI	no_match				
34589061	34589061.mic.tsv	MCO13	no_match				
34589061	34589061.mic.tsv	366_SEPI	no_match				
34589061	34589061.mic.tsv	DEN49	no_match				
34589061	34589061.mic.tsv	M0881	no_match				
34589061	34589061.mic.tsv	B13587	no_match				
34589061	34589061.mic.tsv	8_SEPI	no_match				
34589061	34589061.mic.tsv	821_SEPI	no_match				
34589061	34589061.mic.tsv	DEN13	no_match				
34589061	34589061.mic.tsv	B647	no_match				
34589061	34589061.mic.tsv	B16261	no_match				
34589061	34589061.mic.tsv	HUR104	no_match				
34589061	34589061.mic.tsv	MEX39	no_match				
34589061	34589061.mic.tsv	SCH-6	no_match				
34589061	34589061.mic.tsv	RP62A	no_match				
34589061	34589061.mic.tsv	ICE117	no_match				
34589061	34589061.mic.tsv	663_SEPI	no_match				
34589061	34589061.mic.tsv	LRKNS046	no_match				
34589061	34589061.mic.tsv	DEN60	no_match				
34589061	34589061.mic.tsv	NGS-ED-1110	no_match				
34589061	34589061.mic.tsv	B12142	no_match				
34589061	34589061.mic.tsv	B59	no_match				
34589061	34589061.mic.tsv	MCO4	no_match				
34589061	34589061.mic.tsv	DAR2142	no_match				
34589061	34589061.mic.tsv	LRKNS079	no_match				
34589061	34589061.mic.tsv	MEX28	no_match				
34589061	34589061.mic.tsv	41tr	no_match				
34589061	34589061.mic.tsv	528m	no_match				
34589061	34589061.mic.tsv	B2731	no_match				
34589061	34589061.mic.tsv	LRKNS076	no_match				
34589061	34589061.mic.tsv	102_SEPI	no_match				
34589061	34589061.mic.tsv	36-1	no_match				
34589061	34589061.mic.tsv	LRKNS082	no_match				
34589061	34589061.mic.tsv	LRKNS117	no_match				
34589061	34589061.mic.tsv	NIH051668	no_match				
34589061	34589061.mic.tsv	ENVH115	no_match				
34589061	34589061.mic.tsv	LRKNS112	no_match				
34589061	34589061.mic.tsv	678_SEPI	no_match				
34589061	34589061.mic.tsv	936_SEPI	no_match				
34589061	34589061.mic.tsv	SH06_17	no_match				
34589061	34589061.mic.tsv	SH06_16	no_match				
34589061	34589061.mic.tsv	354_SEPI	no_match				
34589061	34589061.mic.tsv	LRKNS048	no_match				
34589061	34589061.mic.tsv	ITL533	no_match				
34589061	34589061.mic.tsv	DAR5986	no_match				
34589061	34589061.mic.tsv	NGS-ED-1107	no_match				
34589061	34589061.mic.tsv	DAR2143	no_match				
34589061	34589061.mic.tsv	DAR5984	no_match				
34589061	34589061.mic.tsv	LRKNS059	no_match				
34589061	34589061.mic.tsv	LRKNS111	no_match				
34589061	34589061.mic.tsv	URU27	no_match				
34589061	34589061.mic.tsv	LRKNS017	no_match				
34589061	34589061.mic.tsv	LRKNS116	no_match				
34589061	34589061.mic.tsv	100_SEPI	no_match				
34589061	34589061.mic.tsv	LRKNS118	no_match				
34589061	34589061.mic.tsv	973_SEPI	no_match				
34589061	34589061.mic.tsv	282_SEPI	no_match				
34589061	34589061.mic.tsv	LRKNS115	no_match				
34589061	34589061.mic.tsv	NGS-ED-1111	no_match				
34589061	34589061.mic.tsv	LRKNS085	no_match				
34589061	34589061.mic.tsv	LRKNS084	no_match				
34589061	34589061.mic.tsv	LRKNS056	no_match				
34589061	34589061.mic.tsv	LRKNS009	no_match				
34589061	34589061.mic.tsv	LRKNS037	no_match				
34589061	34589061.mic.tsv	LRKNS064	no_match				
34589061	34589061.mic.tsv	LRKNS092	no_match				
34589061	34589061.mic.tsv	ENVH150	no_match				
34589061	34589061.mic.tsv	LRKNS068	no_match				
34589061	34589061.mic.tsv	LRKNS072	no_match				
34589061	34589061.mic.tsv	LRKNS073	no_match				
34589061	34589061.mic.tsv	ENVH131	no_match				
34589061	34589061.mic.tsv	LRKNS029	no_match				
34589061	34589061.mic.tsv	MEX86	no_match				
34589061	34589061.mic.tsv	LRKNS093	no_match				
34589061	34589061.mic.tsv	NIH04008	no_match				
34589061	34589061.mic.tsv	LRKNS114	no_match				
34589061	34589061.mic.tsv	SCH-19	no_match				
34589061	34589061.mic.tsv	SH07_17	no_match				
34589061	34589061.mic.tsv	LRKNS026	no_match				
34589061	34589061.mic.tsv	LRKNS054	no_match				
34589061	34589061.mic.tsv	B2461	no_match				
34589061	34589061.mic.tsv	1190_SEPI	no_match				
34589061	34589061.mic.tsv	B7234	no_match				
34589061	34589061.mic.tsv	SCH-17	no_match				
34589061	34589061.mic.tsv	LRKNS020	no_match				
34589061	34589061.mic.tsv	AGT133	no_match				
34589061	34589061.mic.tsv	LRKNS039	no_match				
34589061	34589061.mic.tsv	LRKNS089	no_match				
34589061	34589061.mic.tsv	LRKNS050	no_match				
34589061	34589061.mic.tsv	B10873	no_match				
34589061	34589061.mic.tsv	SCH-20	no_match				
34589061	34589061.mic.tsv	SH03_17	no_match				
34589061	34589061.mic.tsv	SCH-21	no_match				
34589061	34589061.mic.tsv	296_SEPI	no_match				
34589061	34589061.mic.tsv	LRKNS113	no_match				
34589061	34589061.mic.tsv	BPH0662	no_match				
34589061	34589061.mic.tsv	SCH-22	no_match				
34589061	34589061.mic.tsv	1068_SEPI	no_match				
34589061	34589061.mic.tsv	926_SEPI	no_match				
34589061	34589061.mic.tsv	110_SEPI	no_match				
34589061	34589061.mic.tsv	6_SEPI	no_match				
34589061	34589061.mic.tsv	1312_SEPI	no_match				
34589061	34589061.mic.tsv	S_epi_1B2	no_match				
34589061	34589061.mic.tsv	S_epi_1C6	no_match				
34589061	34589061.mic.tsv	S_epi_1F2	no_match				
34589061	34589061.mic.tsv	S_epi_1F7	no_match				
34589061	34589061.mic.tsv	S_epi_1H6	no_match				
34589061	34589061.mic.tsv	S_epi_1H8	no_match				
34589061	34589061.mic.tsv	S_epi_2A9	no_match				
34589061	34589061.mic.tsv	S_epi_2B10	no_match				
34589061	34589061.mic.tsv	S_epi_2B2	no_match				
34589061	34589061.mic.tsv	S_epi_2B8	no_match				
34589061	34589061.mic.tsv	S_epi_2C10	no_match				
34589061	34589061.mic.tsv	S_epi_2D5	no_match				
34589061	34589061.mic.tsv	S_epi_2E10	no_match				
34589061	34589061.mic.tsv	S_epi_2E2	no_match				
34589061	34589061.mic.tsv	S_epi_2E5	no_match				
34589061	34589061.mic.tsv	S_epi_2E6	no_match				
34589061	34589061.mic.tsv	S_epi_2E8	no_match				
34589061	34589061.mic.tsv	S_epi_2E9	no_match				
34589061	34589061.mic.tsv	S_epi_2F10	no_match				
34589061	34589061.mic.tsv	S_epi_2F1	no_match				
34589061	34589061.mic.tsv	S_epi_2F5	no_match				
34589061	34589061.mic.tsv	S_epi_2F6	no_match				
34589061	34589061.mic.tsv	S_epi_2G10	no_match				
34589061	34589061.mic.tsv	S_epi_2G1B	no_match				
34589061	34589061.mic.tsv	S_epi_2G1	no_match				
34589061	34589061.mic.tsv	S_epi_2G2	no_match				
34589061	34589061.mic.tsv	S_epi_2G3	no_match				
34589061	34589061.mic.tsv	S_epi_2G4	no_match				
34589061	34589061.mic.tsv	S_epi_2G5	no_match				
34589061	34589061.mic.tsv	S_epi_2G9	no_match				
34589061	34589061.mic.tsv	S_epi_2H10	no_match				
34589061	34589061.mic.tsv	S_epi_2H2	no_match				
34589061	34589061.mic.tsv	S_epi_2H5	no_match				
34589061	34589061.mic.tsv	S_epi_2H6	no_match				
34589061	34589061.mic.tsv	S_epi_2H7	no_match				
34589061	34589061.mic.tsv	S_epi_2H8	no_match				
34589061	34589061.mic.tsv	S_epi_2H9	no_match				
34589061	34589061.mic.tsv	S_epi_2I10	no_match				
34589061	34589061.mic.tsv	S_epi_2I4	no_match				
34589061	34589061.mic.tsv	S_epi_2I6	no_match				
34589061	34589061.mic.tsv	S_epi_2I8	no_match				
34589061	34589061.mic.tsv	S_epi_2I9	no_match				
34589061	34589061.mic.tsv	S_epi_2J1	no_match				
34589061	34589061.mic.tsv	S_epi_2J2	no_match				
34589061	34589061.mic.tsv	S_epi_2J3	no_match				
34589061	34589061.mic.tsv	CNS144	exact	CNS144	PRJNA384130	SAMN06829248	SRS2149809
34589061	34589061.mic.tsv	CNS172	exact	CNS172	PRJNA384130	SAMN06829250	SRS2149807
34589061	34589061.mic.tsv	CNS178	exact	CNS178	PRJNA384130	SAMN06829253	SRS2149804
34589061	34589061.mic.tsv	CNS180	exact	CNS180	PRJNA384130	SAMN06829255	SRS2149802
34589061	34589061.mic.tsv	CNS183	exact	CNS183	PRJNA384130	SAMN06829258	SRS2149799
34589061	34589061.mic.tsv	CNS184	exact	CNS184	PRJNA384130	SAMN06829259	SRS2149798
34589061	34589061.mic.tsv	CNS185	exact	CNS185	PRJNA384130	SAMN06829260	SRS2149797
34589061	34589061.mic.tsv	CNS187	exact	CNS187	PRJNA384130	SAMN06829262	SRS2149795
34589061	34589061.mic.tsv	CNS188	exact	CNS188	PRJNA384130	SAMN06829263	SRS2149794
