file_name	sheet_name	isolate_id	bioproject_accession	biosample_accession	assembly_accession	genbank_accessions	refseq_accessions	sra_accession	other_accessions	drug	mic_sign	mic	sir_call	notes
BJD-179-951-s001.xlsx	Sheet 1	1403-53						ERS2213412		Kanamycin	<=	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1403-53						ERS2213412		Erythromycin	=	0.5	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1403-53						ERS2213412		Clindamycin	=	0.25	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1403-53						ERS2213412		Tetracycline	<=	1	S	
BJD-179-951-s001.xlsx	Sheet 1	1403-53						ERS2213412		Fusidic acid	=	16	R	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1403-53						ERS2213412		Ciprofloxacin	<=	2	S	
BJD-179-951-s001.xlsx	Sheet 1	1403-53						ERS2213412		Mupirocin	=	1	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1403-53						ERS2213412		Linezolid	=	2	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1403-53						ERS2213412		Trimethoprim	=	0.25	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1403-53						ERS2213412		Rifampicin	<=	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1403-53						ERS2213412		Daptomycin	=	1	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1403-53						ERS2213412		Vancomycin	=	8	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1403-53						ERS2213412		Quinupristin/dalfopristin	<=	0.03	S	
BJD-179-951-s001.xlsx	Sheet 1	1419-54						ERS2213413		Penicillin	>=	0.5	R	
BJD-179-951-s001.xlsx	Sheet 1	1419-54						ERS2213413		Cefoxitin	<=	0.25	S	
BJD-179-951-s001.xlsx	Sheet 1	1419-54						ERS2213413		Gentamicin	<=	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1419-54						ERS2213413		Kanamycin	<=	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1419-54						ERS2213413		Erythromycin	=	1	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1419-54						ERS2213413		Clindamycin	=	0.25	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1419-54						ERS2213413		Tetracycline	<=	1	S	
BJD-179-951-s001.xlsx	Sheet 1	1419-54						ERS2213413		Fusidic acid	<=	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1419-54						ERS2213413		Ciprofloxacin	<=	2	S	
BJD-179-951-s001.xlsx	Sheet 1	1419-54						ERS2213413		Mupirocin	=	1	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1419-54						ERS2213413		Linezolid	=	2	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1419-54						ERS2213413		Trimethoprim	=	0.25	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1419-54						ERS2213413		Rifampicin	<=	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1419-54						ERS2213413		Daptomycin	=	1	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1419-54						ERS2213413		Vancomycin	=	8	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1419-54						ERS2213413		Quinupristin/dalfopristin	<=	0.03	S	
BJD-179-951-s001.xlsx	Sheet 1	1450-55						ERS2213414		Penicillin	>=	0.5	R	
BJD-179-951-s001.xlsx	Sheet 1	1450-55						ERS2213414		Cefoxitin	<=	0.25	S	
BJD-179-951-s001.xlsx	Sheet 1	1450-55						ERS2213414		Gentamicin	<=	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1450-55						ERS2213414		Kanamycin	<=	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1450-55						ERS2213414		Erythromycin	=	0.5	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1450-55						ERS2213414		Clindamycin	=	0.25	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1450-55						ERS2213414		Tetracycline	<=	1	S	
BJD-179-951-s001.xlsx	Sheet 1	1450-55						ERS2213414		Fusidic acid	=	8	R	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1450-55						ERS2213414		Ciprofloxacin	<=	2	S	
BJD-179-951-s001.xlsx	Sheet 1	1450-55						ERS2213414		Mupirocin	=	1	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1450-55						ERS2213414		Linezolid	=	2	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1450-55						ERS2213414		Trimethoprim	=	0.5	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1450-55						ERS2213414		Rifampicin	<=	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1450-55						ERS2213414		Daptomycin	<=	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1450-55						ERS2213414		Vancomycin	=	8	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1450-55						ERS2213414		Quinupristin/dalfopristin	<=	0.03	S	
BJD-179-951-s001.xlsx	Sheet 1	1475-56						ERS2213415		Penicillin	>=	0.5	R	
BJD-179-951-s001.xlsx	Sheet 1	1475-56						ERS2213415		Cefoxitin	<=	0.25	S	
BJD-179-951-s001.xlsx	Sheet 1	1475-56						ERS2213415		Gentamicin	<=	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1475-56						ERS2213415		Kanamycin	<=	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1475-56						ERS2213415		Erythromycin	=	0.5	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1475-56						ERS2213415		Clindamycin	=	0.25	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1475-56						ERS2213415		Tetracycline	<=	1	S	
BJD-179-951-s001.xlsx	Sheet 1	1475-56						ERS2213415		Fusidic acid	<=	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1475-56						ERS2213415		Ciprofloxacin	<=	2	S	
BJD-179-951-s001.xlsx	Sheet 1	1475-56						ERS2213415		Mupirocin	=	1	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1475-56						ERS2213415		Linezolid	=	2	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1475-56						ERS2213415		Trimethoprim	=	0.25	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1475-56						ERS2213415		Rifampicin	<=	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1475-56						ERS2213415		Daptomycin	=	1	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1475-56						ERS2213415		Vancomycin	=	8	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1475-56						ERS2213415		Quinupristin/dalfopristin	<=	0.03	S	
BJD-179-951-s001.xlsx	Sheet 1	1480-58						ERS2213416		Penicillin	>=	0.5	R	
BJD-179-951-s001.xlsx	Sheet 1	1480-58						ERS2213416		Cefoxitin	<=	0.25	S	
BJD-179-951-s001.xlsx	Sheet 1	1480-58						ERS2213416		Gentamicin	<=	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1480-58						ERS2213416		Kanamycin	<=	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1480-58						ERS2213416		Erythromycin	=	0.5	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1480-58						ERS2213416		Clindamycin	=	0.25	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1480-58						ERS2213416		Tetracycline	<=	1	S	
BJD-179-951-s001.xlsx	Sheet 1	1480-58						ERS2213416		Fusidic acid	<=	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1480-58						ERS2213416		Ciprofloxacin	<=	2	S	
BJD-179-951-s001.xlsx	Sheet 1	1480-58						ERS2213416		Mupirocin	<	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1480-58						ERS2213416		Linezolid	=	2	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1480-58						ERS2213416		Trimethoprim	=	1	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1480-58						ERS2213416		Rifampicin	<=	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1480-58						ERS2213416		Daptomycin	=	1	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1480-58						ERS2213416		Vancomycin	=	8	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1480-58						ERS2213416		Quinupristin/dalfopristin	<=	0.03	S	
BJD-179-951-s001.xlsx	Sheet 1	1483-59						ERS2213417		Penicillin	>=	0.5	R	
BJD-179-951-s001.xlsx	Sheet 1	1483-59						ERS2213417		Cefoxitin	=	2	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1483-59						ERS2213417		Gentamicin	<=	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1483-59						ERS2213417		Kanamycin	<=	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1483-59						ERS2213417		Erythromycin	=	1	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1483-59						ERS2213417		Clindamycin	=	0.25	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1483-59						ERS2213417		Tetracycline	<=	1	S	
BJD-179-951-s001.xlsx	Sheet 1	1483-59						ERS2213417		Fusidic acid	<=	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1483-59						ERS2213417		Ciprofloxacin	<=	2	S	
BJD-179-951-s001.xlsx	Sheet 1	1483-59						ERS2213417		Mupirocin	<	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1483-59						ERS2213417		Linezolid	=	2	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1483-59						ERS2213417		Trimethoprim	=	1	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1483-59						ERS2213417		Rifampicin	<=	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1483-59						ERS2213417		Daptomycin	=	1	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1483-59						ERS2213417		Vancomycin	=	8	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1483-59						ERS2213417		Quinupristin/dalfopristin	<=	0.03	S	
BJD-179-951-s001.xlsx	Sheet 1	1493-60						ERS2213418		Penicillin	>=	0.5	R	
BJD-179-951-s001.xlsx	Sheet 1	1493-60						ERS2213418		Cefoxitin	<=	0.25	S	
BJD-179-951-s001.xlsx	Sheet 1	1493-60						ERS2213418		Gentamicin	<=	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1493-60						ERS2213418		Kanamycin	<=	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1493-60						ERS2213418		Erythromycin	=	0.5	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1493-60						ERS2213418		Clindamycin	=	0.25	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1493-60						ERS2213418		Tetracycline	<=	1	S	
BJD-179-951-s001.xlsx	Sheet 1	1493-60						ERS2213418		Fusidic acid	<=	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1493-60						ERS2213418		Ciprofloxacin	<=	2	S	
BJD-179-951-s001.xlsx	Sheet 1	1493-60						ERS2213418		Mupirocin	<	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1493-60						ERS2213418		Linezolid	=	2	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1493-60						ERS2213418		Trimethoprim	=	0.5	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1493-60						ERS2213418		Rifampicin	<=	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1493-60						ERS2213418		Daptomycin	=	1	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1493-60						ERS2213418		Vancomycin	=	8	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1493-60						ERS2213418		Quinupristin/dalfopristin	<=	0.03	S	
BJD-179-951-s001.xlsx	Sheet 1	1541-61						ERS2213419		Penicillin	>=	0.5	R	
BJD-179-951-s001.xlsx	Sheet 1	1541-61						ERS2213419		Cefoxitin	>=	4	R	
BJD-179-951-s001.xlsx	Sheet 1	1541-61						ERS2213419		Gentamicin	<=	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1541-61						ERS2213419		Kanamycin	<=	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1541-61						ERS2213419		Erythromycin	=	1	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1541-61						ERS2213419		Clindamycin	=	0.25	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1541-61						ERS2213419		Tetracycline	<=	1	S	
BJD-179-951-s001.xlsx	Sheet 1	1541-61						ERS2213419		Fusidic acid	=	16	R	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1541-61						ERS2213419		Ciprofloxacin	<=	2	S	
BJD-179-951-s001.xlsx	Sheet 1	1541-61						ERS2213419		Mupirocin	=	1	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1541-61						ERS2213419		Linezolid	=	4	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1541-61						ERS2213419		Trimethoprim	=	0.25	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1541-61						ERS2213419		Rifampicin	<=	0.5	S	
BJD-179-951-s001.xlsx	Sheet 1	1541-61						ERS2213419		Daptomycin	=	1	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1541-61						ERS2213419		Vancomycin	=	8	S	mic_sign '=' inferred
BJD-179-951-s001.xlsx	Sheet 1	1541-61						ERS2213419		Quinupristin/dalfopristin	<=	0.03	S	
