pubmed_id	isolate_name	accession	accession_type	organism	drug_standardized	drug_raw	mic_operator	mic_value	mic_units	sir_call	breakpoint_standard	laboratory_typing_method	source_location	confidence
34515028	MR3744	ERR2909598	SRA_Run	Salmonella enterica	ciprofloxacin	ciprofloxacin	=	34.0	mm	Susceptible	CLSI	Disk diffusion	bv_brc_genome_amr	high
34515028	MB1237	ERR2909472	SRA_Run	Salmonella enterica	ciprofloxacin	ciprofloxacin	=	32.0	mm	Susceptible	CLSI	Disk diffusion	bv_brc_genome_amr	high
34515028	MB2061	ERR2909495	SRA_Run	Salmonella enterica	ampicillin	ampicillin	=	16.0	mm	Intermediate	CLSI	Disk diffusion	bv_brc_genome_amr	high
34515028	MB2871	ERR3332777	SRA_Run	Salmonella enterica	ceftriaxone	ceftriaxone	=	25.0	mm	Susceptible	CLSI	Disk diffusion	bv_brc_genome_amr	high
34515028	MB360	ERR2909505	SRA_Run	Salmonella enterica	ciprofloxacin	ciprofloxacin	=	32.0	mm	Susceptible	CLSI	Disk diffusion	bv_brc_genome_amr	high
34515028	MR400	ERR3332640	SRA_Run	Salmonella enterica	ampicillin	ampicillin	=	6.0	mm	Resistant	CLSI	Disk diffusion	bv_brc_genome_amr	high
34515028	MB1570	ERR3332603	SRA_Run	Salmonella enterica	ciprofloxacin	ciprofloxacin	=	33.0	mm	Susceptible	CLSI	Disk diffusion	bv_brc_genome_amr	high
34515028	MR4882	ERR3332580	SRA_Run	Salmonella enterica	ceftriaxone	ceftriaxone	=	30.0	mm	Susceptible	CLSI	Disk diffusion	bv_brc_genome_amr	high
34515028	MB1976	ERR2909490	SRA_Run	Salmonella enterica	ampicillin	ampicillin	=	6.0	mm	Resistant	CLSI	Disk diffusion	bv_brc_genome_amr	high
34515028	MB1096	ERR3332669	SRA_Run	Salmonella enterica	ampicillin	ampicillin	=	6.0	mm	Resistant	CLSI	Disk diffusion	bv_brc_genome_amr	high
34515028	MMM4342	ERR2909565	SRA_Run	Salmonella enterica	ampicillin	ampicillin	=	13.0	mm	Resistant	CLSI	Disk diffusion	bv_brc_genome_amr	high
34515028	MR4454	ERR3332765	SRA_Run	Salmonella enterica	ceftriaxone	ceftriaxone	=	31.0	mm	Susceptible	CLSI	Disk diffusion	bv_brc_genome_amr	high
34515028	MB308	ERR2525495	SRA_Run	Salmonella enterica	ciprofloxacin	ciprofloxacin	=	33.0	mm	Susceptible	CLSI	Disk diffusion	bv_brc_genome_amr	high
34515028	MCC1422	ERR3332706	SRA_Run	Salmonella enterica	ceftriaxone	ceftriaxone	=	33.0	mm	Susceptible	CLSI	Disk diffusion	bv_brc_genome_amr	high
34515028	MMM3507	ERR3332675	SRA_Run	Salmonella enterica	ciprofloxacin	ciprofloxacin	=	27.0	mm	Intermediate	CLSI	Disk diffusion	bv_brc_genome_amr	high
34515028	MR4066	ERR2525467	SRA_Run	Salmonella enterica	ceftriaxone	ceftriaxone	=	32.0	mm	Susceptible	CLSI	Disk diffusion	bv_brc_genome_amr	high
34515028	MMM119	ERR3332741	SRA_Run	Salmonella enterica	ciprofloxacin	ciprofloxacin	=	32.0	mm	Susceptible	CLSI	Disk diffusion	bv_brc_genome_amr	high
34515028	MR4474	ERR3332766	SRA_Run	Salmonella enterica	ciprofloxacin	ciprofloxacin	=	25.0	mm	Intermediate	CLSI	Disk diffusion	bv_brc_genome_amr	high
34515028	MMM5825	ERR3332574	SRA_Run	Salmonella enterica	ciprofloxacin	ciprofloxacin	=	30.0	mm	Susceptible	CLSI	Disk diffusion	bv_brc_genome_amr	high
34515028	MB1765	ERR3332542	SRA_Run	Salmonella enterica	ampicillin	ampicillin	=	26.0	mm	Susceptible	CLSI	Disk diffusion	bv_brc_genome_amr	high
