pubmed_id	source_sheet	isolate_name	accession	accession_type	organism	drug_raw	mic_operator	mic_value	sir_call	source_file
35756053	Sheet1	1D-285			Staphylococcus aureus	tigecycline	=	2		Table_2.XLSX
35756053	Sheet1	1D-286			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-286			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-286			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-286			Staphylococcus aureus	tigecycline	=	2		Table_2.XLSX
35756053	Sheet1	1D-287			Staphylococcus aureus	cefepime	=	4		Table_2.XLSX
35756053	Sheet1	1D-287			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-287			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-287			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-287			Staphylococcus aureus	tigecycline	=	4		Table_2.XLSX
35756053	Sheet1	1D-288			Staphylococcus aureus	cefepime	=	4		Table_2.XLSX
35756053	Sheet1	1D-288			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-288			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-288			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-288			Staphylococcus aureus	tigecycline	=	4		Table_2.XLSX
35756053	Sheet1	1D-289			Staphylococcus aureus	cefepime	=	4		Table_2.XLSX
35756053	Sheet1	1D-289			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-289			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-289			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-289			Staphylococcus aureus	tigecycline	=	2		Table_2.XLSX
35756053	Sheet1	1D-290			Staphylococcus aureus	cefepime	=	4		Table_2.XLSX
35756053	Sheet1	1D-290			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-290			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-290			Staphylococcus aureus	trimethoprim	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-290			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-290			Staphylococcus aureus	tigecycline	=	4		Table_2.XLSX
35756053	Sheet1	1D-291			Staphylococcus aureus	cefepime	=	4		Table_2.XLSX
35756053	Sheet1	1D-291			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-291			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-291			Staphylococcus aureus	cefoxitin	=	1		Table_2.XLSX
35756053	Sheet1	1D-291			Staphylococcus aureus	trimethoprim	=	1		Table_2.XLSX
35756053	Sheet1	1D-291			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-291			Staphylococcus aureus	tigecycline	=	4		Table_2.XLSX
35756053	Sheet1	1D-292			Staphylococcus aureus	cefepime	=	4		Table_2.XLSX
35756053	Sheet1	1D-292			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-292			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-292			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-292			Staphylococcus aureus	tigecycline	=	4		Table_2.XLSX
35756053	Sheet1	1D-293			Staphylococcus aureus	cefepime	=	4		Table_2.XLSX
35756053	Sheet1	1D-293			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-293			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-293			Staphylococcus aureus	cefoxitin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-293			Staphylococcus aureus	trimethoprim	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-293			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-293			Staphylococcus aureus	tigecycline	=	4		Table_2.XLSX
35756053	Sheet1	1D-294			Staphylococcus aureus	ampicillin	>	4		Table_2.XLSX
35756053	Sheet1	1D-294			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-294			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-294			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-294			Staphylococcus aureus	tigecycline	=	2		Table_2.XLSX
35756053	Sheet1	1D-295			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-295			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-295			Staphylococcus aureus	trimethoprim	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-295			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-295			Staphylococcus aureus	tigecycline	=	4		Table_2.XLSX
35756053	Sheet1	1D-296			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-296			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-296			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-296			Staphylococcus aureus	tigecycline	=	4		Table_2.XLSX
35756053	Sheet1	1D-297			Staphylococcus aureus	cefepime	=	4		Table_2.XLSX
35756053	Sheet1	1D-297			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-297			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-297			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-297			Staphylococcus aureus	tigecycline	=	4		Table_2.XLSX
35756053	Sheet1	1D-298			Staphylococcus aureus	ampicillin	>	4		Table_2.XLSX
35756053	Sheet1	1D-298			Staphylococcus aureus	cefoxitin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-298			Staphylococcus aureus	trimethoprim	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-298			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-298			Staphylococcus aureus	tigecycline	=	2		Table_2.XLSX
35756053	Sheet1	1D-299			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-299			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-299			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-299			Staphylococcus aureus	tigecycline	=	2		Table_2.XLSX
35756053	Sheet1	1D-300			Staphylococcus aureus	ampicillin	>	4		Table_2.XLSX
35756053	Sheet1	1D-300			Staphylococcus aureus	cefepime	=	4		Table_2.XLSX
35756053	Sheet1	1D-300			Staphylococcus aureus	meropenem	>	4		Table_2.XLSX
35756053	Sheet1	1D-300			Staphylococcus aureus	gentamicin	=	16		Table_2.XLSX
35756053	Sheet1	1D-300			Staphylococcus aureus	ciprofloxacin	>	4		Table_2.XLSX
35756053	Sheet1	1D-300			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-300			Staphylococcus aureus	cefoxitin	=	4		Table_2.XLSX
35756053	Sheet1	1D-300			Staphylococcus aureus	trimethoprim	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-300			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-300			Staphylococcus aureus	tigecycline	=	4		Table_2.XLSX
35756053	Sheet1	1D-301			Staphylococcus aureus	cefepime	=	4		Table_2.XLSX
35756053	Sheet1	1D-301			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-301			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-301			Staphylococcus aureus	cefoxitin	>	8		Table_2.XLSX
35756053	Sheet1	1D-301			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-301			Staphylococcus aureus	tigecycline	=	4		Table_2.XLSX
35756053	Sheet1	1D-302			Staphylococcus aureus	ampicillin	=	4		Table_2.XLSX
35756053	Sheet1	1D-302			Staphylococcus aureus	cephalothin	=	0.25		Table_2.XLSX
35756053	Sheet1	1D-302			Staphylococcus aureus	ertapenem	=	4		Table_2.XLSX
35756053	Sheet1	1D-302			Staphylococcus aureus	gentamicin	=	16		Table_2.XLSX
35756053	Sheet1	1D-302			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-302			Staphylococcus aureus	cefoxitin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-302			Staphylococcus aureus	trimethoprim	=	2		Table_2.XLSX
35756053	Sheet1	1D-302			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-302			Staphylococcus aureus	tobramycin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-302			Staphylococcus aureus	tigecycline	=	4		Table_2.XLSX
35756053	Sheet1	1D-303			Staphylococcus aureus	ampicillin	=	4		Table_2.XLSX
35756053	Sheet1	1D-303			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-303			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-303			Staphylococcus aureus	tigecycline	=	2		Table_2.XLSX
35756053	Sheet1	1D-305			Staphylococcus aureus	ampicillin/sulbactam	=	2/38		Table_2.XLSX
35756053	Sheet1	1D-305			Staphylococcus aureus	cefepime	<=	2		Table_2.XLSX
35756053	Sheet1	1D-305			Staphylococcus aureus	ertapenem	>	4		Table_2.XLSX
35756053	Sheet1	1D-305			Staphylococcus aureus	cefuroxime	<=	1		Table_2.XLSX
35756053	Sheet1	1D-305			Staphylococcus aureus	gentamicin	>	16		Table_2.XLSX
35756053	Sheet1	1D-305			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-305			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-305			Staphylococcus aureus	cefoxitin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-305			Staphylococcus aureus	trimethoprim	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-305			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-305			Staphylococcus aureus	tobramycin	=	2		Table_2.XLSX
35756053	Sheet1	1D-305			Staphylococcus aureus	tigecycline	=	2		Table_2.XLSX
35756053	Sheet1	1D-306			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-306			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-306			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-306			Staphylococcus aureus	tigecycline	=	4		Table_2.XLSX
35756053	Sheet1	1D-307			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-307			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-307			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-307			Staphylococcus aureus	tigecycline	=	2		Table_2.XLSX
35756053	Sheet1	1D-308			Staphylococcus aureus	cefoxitin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-308			Staphylococcus aureus	trimethoprim	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-308			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-308			Staphylococcus aureus	tigecycline	=	4		Table_2.XLSX
35756053	Sheet1	1D-309			Staphylococcus aureus	ampicillin/sulbactam	=	4/76		Table_2.XLSX
35756053	Sheet1	1D-309			Staphylococcus aureus	cefepime	=	4		Table_2.XLSX
35756053	Sheet1	1D-309			Staphylococcus aureus	ertapenem	>	4		Table_2.XLSX
35756053	Sheet1	1D-309			Staphylococcus aureus	gentamicin	>	16		Table_2.XLSX
35756053	Sheet1	1D-309			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-309			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-309			Staphylococcus aureus	sulfamethoxazole	=	2		Table_2.XLSX
35756053	Sheet1	1D-309			Staphylococcus aureus	tobramycin	>	2		Table_2.XLSX
35756053	Sheet1	1D-309			Staphylococcus aureus	tigecycline	=	4		Table_2.XLSX
35756053	Sheet1	1D-310			Staphylococcus aureus	ampicillin/sulbactam	<=	1/19		Table_2.XLSX
35756053	Sheet1	1D-310			Staphylococcus aureus	cefepime	<=	2		Table_2.XLSX
35756053	Sheet1	1D-310			Staphylococcus aureus	cefuroxime	<=	1		Table_2.XLSX
35756053	Sheet1	1D-310			Staphylococcus aureus	gentamicin	<=	4		Table_2.XLSX
35756053	Sheet1	1D-310			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-310			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-310			Staphylococcus aureus	cefoxitin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-310			Staphylococcus aureus	trimethoprim	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-310			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-310			Staphylococcus aureus	tigecycline	=	4		Table_2.XLSX
35756053	Sheet1	1D-311			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-311			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-311			Staphylococcus aureus	cefoxitin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-311			Staphylococcus aureus	trimethoprim	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-311			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-311			Staphylococcus aureus	tigecycline	=	2		Table_2.XLSX
35756053	Sheet1	1D-312			Staphylococcus aureus	cefepime	=	4		Table_2.XLSX
35756053	Sheet1	1D-312			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-312			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-312			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-312			Staphylococcus aureus	tigecycline	=	2		Table_2.XLSX
35756053	Sheet1	1D-313			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-313			Staphylococcus aureus	tigecycline	=	2		Table_2.XLSX
35756053	Sheet1	1D-314			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-314			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-314			Staphylococcus aureus	tigecycline	=	4		Table_2.XLSX
35756053	Sheet1	1D-315			Staphylococcus aureus	cefepime	=	4		Table_2.XLSX
35756053	Sheet1	1D-315			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-315			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-315			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-315			Staphylococcus aureus	tigecycline	=	2		Table_2.XLSX
35756053	Sheet1	1D-317			Staphylococcus aureus	ampicillin	>	4		Table_2.XLSX
35756053	Sheet1	1D-317			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-317			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-317			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-317			Staphylococcus aureus	tigecycline	=	4		Table_2.XLSX
35756053	Sheet1	1D-318			Staphylococcus aureus	ampicillin	>	4		Table_2.XLSX
35756053	Sheet1	1D-318			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-318			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-318			Staphylococcus aureus	tigecycline	=	2		Table_2.XLSX
35756053	Sheet1	1D-319			Staphylococcus aureus	cefepime	=	4		Table_2.XLSX
35756053	Sheet1	1D-319			Staphylococcus aureus	cephalothin	=	0.25		Table_2.XLSX
35756053	Sheet1	1D-319			Staphylococcus aureus	meropenem	>	4		Table_2.XLSX
35756053	Sheet1	1D-319			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-319			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-319			Staphylococcus aureus	cefoxitin	>	8		Table_2.XLSX
35756053	Sheet1	1D-319			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-319			Staphylococcus aureus	tigecycline	=	4		Table_2.XLSX
35756053	Sheet1	1D-320			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-320			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-320			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-320			Staphylococcus aureus	tigecycline	=	2		Table_2.XLSX
35756053	Sheet1	1D-321			Staphylococcus aureus	cefepime	=	4		Table_2.XLSX
35756053	Sheet1	1D-321			Staphylococcus aureus	ertapenem	=	1		Table_2.XLSX
35756053	Sheet1	1D-321			Staphylococcus aureus	gentamicin	=	8		Table_2.XLSX
35756053	Sheet1	1D-321			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-321			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-321			Staphylococcus aureus	cefoxitin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-321			Staphylococcus aureus	trimethoprim	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-321			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-321			Staphylococcus aureus	tigecycline	=	2		Table_2.XLSX
35756053	Sheet1	1D-322			Staphylococcus aureus	cefazolin	=	1		Table_2.XLSX
35756053	Sheet1	1D-322			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-322			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-322			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-322			Staphylococcus aureus	tigecycline	=	2		Table_2.XLSX
35756053	Sheet1	1D-323			Staphylococcus aureus	ampicillin	=	1		Table_2.XLSX
35756053	Sheet1	1D-323			Staphylococcus aureus	cefepime	=	4		Table_2.XLSX
35756053	Sheet1	1D-323			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-323			Staphylococcus aureus	piperacillin/tazobactam	=	0.12		Table_2.XLSX
35756053	Sheet1	1D-323			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-323			Staphylococcus aureus	tigecycline	=	2		Table_2.XLSX
35756053	Sheet1	1D-324			Staphylococcus aureus	cefepime	=	4		Table_2.XLSX
35756053	Sheet1	1D-324			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-324			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-324			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-324			Staphylococcus aureus	tigecycline	=	4		Table_2.XLSX
35756053	Sheet1	1D-325			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-325			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-325			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-325			Staphylococcus aureus	tigecycline	=	2		Table_2.XLSX
35756053	Sheet1	1D-326			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-326			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-326			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-326			Staphylococcus aureus	tigecycline	=	2		Table_2.XLSX
35756053	Sheet1	1D-327			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-327			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-327			Staphylococcus aureus	cefoxitin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-327			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-327			Staphylococcus aureus	tigecycline	=	2		Table_2.XLSX
35756053	Sheet1	1D-328			Staphylococcus aureus	cefepime	=	4		Table_2.XLSX
35756053	Sheet1	1D-328			Staphylococcus aureus	meropenem	=	4		Table_2.XLSX
35756053	Sheet1	1D-328			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-328			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-328			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-328			Staphylococcus aureus	tigecycline	=	2		Table_2.XLSX
35756053	Sheet1	1D-329			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-329			Staphylococcus aureus	tigecycline	=	2		Table_2.XLSX
35756053	Sheet1	1D-330			Staphylococcus aureus	cefepime	=	4		Table_2.XLSX
35756053	Sheet1	1D-330			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-330			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-330			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-330			Staphylococcus aureus	tigecycline	=	2		Table_2.XLSX
35756053	Sheet1	1D-331			Staphylococcus aureus	ampicillin/sulbactam	=	2/38		Table_2.XLSX
35756053	Sheet1	1D-331			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-331			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-331			Staphylococcus aureus	tigecycline	>	8		Table_2.XLSX
35756053	Sheet1	1D-332			Staphylococcus aureus	ertapenem	=	2		Table_2.XLSX
35756053	Sheet1	1D-332			Staphylococcus aureus	gentamicin	=	16		Table_2.XLSX
35756053	Sheet1	1D-332			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-332			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-332			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-332			Staphylococcus aureus	tobramycin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-332			Staphylococcus aureus	tigecycline	=	2		Table_2.XLSX
35756053	Sheet1	1D-333			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-333			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-333			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-333			Staphylococcus aureus	tigecycline	=	2		Table_2.XLSX
35756053	Sheet1	1D-334			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-334			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-334			Staphylococcus aureus	trimethoprim	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-334			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-334			Staphylococcus aureus	tigecycline	=	2		Table_2.XLSX
35756053	Sheet1	1D-335			Staphylococcus aureus	meropenem	>	4		Table_2.XLSX
35756053	Sheet1	1D-335			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-335			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-335			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-335			Staphylococcus aureus	tigecycline	=	2		Table_2.XLSX
35756053	Sheet1	1D-336			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-336			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-336			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-336			Staphylococcus aureus	tigecycline	=	4		Table_2.XLSX
35756053	Sheet1	1D-337			Staphylococcus aureus	cefepime	=	4		Table_2.XLSX
35756053	Sheet1	1D-337			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-337			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-337			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-337			Staphylococcus aureus	tigecycline	=	4		Table_2.XLSX
35756053	Sheet1	1D-338			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-338			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-338			Staphylococcus aureus	trimethoprim	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-338			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-338			Staphylococcus aureus	tigecycline	=	2		Table_2.XLSX
35756053	Sheet1	1D-339			Staphylococcus aureus	cefepime	=	4		Table_2.XLSX
35756053	Sheet1	1D-339			Staphylococcus aureus	ciprofloxacin	=	0.5		Table_2.XLSX
35756053	Sheet1	1D-339			Staphylococcus aureus	piperacillin/tazobactam	=	0.06		Table_2.XLSX
35756053	Sheet1	1D-339			Staphylococcus aureus	sulfamethoxazole	=	1		Table_2.XLSX
35756053	Sheet1	1D-339			Staphylococcus aureus	tigecycline	=	4		Table_2.XLSX
