file_name	sheet_name	isolate_id	accession	drug	mic_sign	mic	sir_call	notes
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0176	JYPP00000000	FOX	=	2		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0176	JYPP00000000	GEN	=	0.5		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0176	JYPP00000000	NAL	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0176	JYPP00000000	STR	>	64		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0176	JYPP00000000	TET	>	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0176	JYPP00000000	TIO	=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0380	JYPQ00000000	AMP	<=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0380	JYPQ00000000	AMC	<=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0380	JYPQ00000000	CRO	<=	0.25		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0380	JYPQ00000000	AZM	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0380	JYPQ00000000	CHL	>	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0380	JYPQ00000000	CIP	<=	0.015		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0380	JYPQ00000000	SXT	<=	0.12		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0380	JYPQ00000000	FIS	=	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0380	JYPQ00000000	FOX	=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0380	JYPQ00000000	GEN	=	0.5		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0380	JYPQ00000000	NAL	=	2		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0380	JYPQ00000000	STR	<=	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0380	JYPQ00000000	TET	>	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0380	JYPQ00000000	TIO	=	0.5		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0583	JYPR00000000	AMP	<=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0583	JYPR00000000	AMC	<=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0583	JYPR00000000	CRO	<=	0.25		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0583	JYPR00000000	AZM	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0583	JYPR00000000	CHL	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0583	JYPR00000000	CIP	<=	0.015		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0583	JYPR00000000	SXT	<=	0.12		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0583	JYPR00000000	FIS	=	64		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0583	JYPR00000000	FOX	=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0583	JYPR00000000	GEN	=	0.5		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0583	JYPR00000000	NAL	=	2		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0583	JYPR00000000	STR	<=	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0583	JYPR00000000	TET	<=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0583	JYPR00000000	TIO	=	0.5		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0658	JYPS00000000	AMP	>	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0658	JYPS00000000	AMC	=	8		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0658	JYPS00000000	CRO	<=	0.25		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0658	JYPS00000000	AZM	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0658	JYPS00000000	CHL	=	8		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0658	JYPS00000000	CIP	=	0.25		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0658	JYPS00000000	SXT	=	0.25		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0658	JYPS00000000	FIS	>	256		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0658	JYPS00000000	FOX	=	2		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0658	JYPS00000000	GEN	<=	0.25		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0658	JYPS00000000	NAL	>	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0658	JYPS00000000	STR	>	64		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0658	JYPS00000000	TET	>	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0658	JYPS00000000	TIO	=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0660	JYPT00000000	AMP	<=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0660	JYPT00000000	AMC	<=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0660	JYPT00000000	CRO	<=	0.25		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0660	JYPT00000000	AZM	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0660	JYPT00000000	CHL	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0660	JYPT00000000	CIP	<=	0.015		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0660	JYPT00000000	SXT	<=	0.12		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0660	JYPT00000000	FIS	>	256		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0660	JYPT00000000	FOX	=	2		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0660	JYPT00000000	GEN	=	16		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0660	JYPT00000000	NAL	=	2		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0660	JYPT00000000	STR	<=	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0660	JYPT00000000	TET	<=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0660	JYPT00000000	TIO	=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0699	JYPU00000000	AMP	<=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0699	JYPU00000000	AMC	<=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0699	JYPU00000000	CRO	<=	0.25		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0699	JYPU00000000	AZM	=	2		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0699	JYPU00000000	CHL	<=	2		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0699	JYPU00000000	CIP	<=	0.015		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0699	JYPU00000000	SXT	<=	0.12		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0699	JYPU00000000	FIS	=	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0699	JYPU00000000	FOX	=	2		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0699	JYPU00000000	GEN	=	0.5		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0699	JYPU00000000	NAL	=	2		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0699	JYPU00000000	STR	<=	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0699	JYPU00000000	TET	<=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0699	JYPU00000000	TIO	=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0706	JYPV00000000	AMP	<=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0706	JYPV00000000	AMC	<=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0706	JYPV00000000	CRO	<=	0.25		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0706	JYPV00000000	AZM	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0706	JYPV00000000	CHL	=	8		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0706	JYPV00000000	CIP	<=	0.015		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0706	JYPV00000000	SXT	<=	0.12		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0706	JYPV00000000	FIS	=	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0706	JYPV00000000	FOX	=	2		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0706	JYPV00000000	GEN	=	0.5		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0706	JYPV00000000	NAL	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0706	JYPV00000000	STR	=	64		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0706	JYPV00000000	TET	>	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0706	JYPV00000000	TIO	=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0802	JYPW00000000	AMP	<=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0802	JYPW00000000	AMC	<=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0802	JYPW00000000	CRO	<=	0.25		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0802	JYPW00000000	AZM	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0802	JYPW00000000	CHL	=	8		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0802	JYPW00000000	CIP	<=	0.015		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0802	JYPW00000000	SXT	<=	0.12		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0802	JYPW00000000	FIS	=	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0802	JYPW00000000	FOX	=	2		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0802	JYPW00000000	GEN	<=	0.25		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0802	JYPW00000000	NAL	=	2		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0802	JYPW00000000	STR	<=	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0802	JYPW00000000	TET	<=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-0802	JYPW00000000	TIO	=	0.5		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1058	JYPX00000000	AMP	>	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1058	JYPX00000000	AMC	=	8		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1058	JYPX00000000	CRO	<=	0.25		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1058	JYPX00000000	AZM	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1058	JYPX00000000	CHL	=	8		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1058	JYPX00000000	CIP	<=	0.015		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1058	JYPX00000000	SXT	>	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1058	JYPX00000000	FIS	>	256		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1058	JYPX00000000	FOX	=	2		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1058	JYPX00000000	GEN	=	0.5		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1058	JYPX00000000	NAL	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1058	JYPX00000000	STR	>	64		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1058	JYPX00000000	TET	<=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1058	JYPX00000000	TIO	=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1063	JYPY00000000	AMP	>	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1063	JYPY00000000	AMC	=	8		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1063	JYPY00000000	CRO	<=	0.25		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1063	JYPY00000000	AZM	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1063	JYPY00000000	CHL	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1063	JYPY00000000	CIP	=	0.12		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1063	JYPY00000000	SXT	<=	0.12		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1063	JYPY00000000	FIS	>	256		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1063	JYPY00000000	FOX	=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1063	JYPY00000000	GEN	=	0.5		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1063	JYPY00000000	NAL	>	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1063	JYPY00000000	STR	>	64		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1063	JYPY00000000	TET	<=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1063	JYPY00000000	TIO	=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1081	JYPZ00000000	AMP	>	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1081	JYPZ00000000	AMC	=	16		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1081	JYPZ00000000	CRO	<=	0.25		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1081	JYPZ00000000	AZM	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1081	JYPZ00000000	CHL	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1081	JYPZ00000000	CIP	>	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1081	JYPZ00000000	SXT	<=	0.12		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1081	JYPZ00000000	FIS	=	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1081	JYPZ00000000	FOX	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1081	JYPZ00000000	GEN	=	0.5		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1081	JYPZ00000000	NAL	>	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1081	JYPZ00000000	STR	<=	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1081	JYPZ00000000	TET	<=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1081	JYPZ00000000	TIO	=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1096	JYQA00000000	AMP	<=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1096	JYQA00000000	AMC	<=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1096	JYQA00000000	CRO	<=	0.25		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1096	JYQA00000000	AZM	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1096	JYQA00000000	CHL	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1096	JYQA00000000	CIP	<=	0.015		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1096	JYQA00000000	SXT	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1096	JYQA00000000	FIS	=	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1096	JYQA00000000	FOX	=	2		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1096	JYQA00000000	GEN	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1096	JYQA00000000	NAL	=	2		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1096	JYQA00000000	STR	<=	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1096	JYQA00000000	TET	<=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1096	JYQA00000000	TIO	=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1118	JYQB00000000	AMP	>	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1118	JYQB00000000	AMC	=	16		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1118	JYQB00000000	CRO	<=	0.25		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1118	JYQB00000000	AZM	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1118	JYQB00000000	CHL	=	8		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1118	JYQB00000000	CIP	<=	0.015		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1118	JYQB00000000	SXT	<=	0.12		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1118	JYQB00000000	FIS	>	256		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1118	JYQB00000000	FOX	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1118	JYQB00000000	GEN	=	16		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1118	JYQB00000000	NAL	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1118	JYQB00000000	STR	<=	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1118	JYQB00000000	TET	<=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1118	JYQB00000000	TIO	=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1385	JYQC00000000	AMP	>	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1385	JYQC00000000	AMC	=	16		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1385	JYQC00000000	CRO	<=	0.25		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1385	JYQC00000000	AZM	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1385	JYQC00000000	CHL	>	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1385	JYQC00000000	CIP	<=	0.015		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1385	JYQC00000000	SXT	<=	0.12		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1385	JYQC00000000	FIS	>	256		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1385	JYQC00000000	FOX	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1385	JYQC00000000	GEN	=	0.5		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1385	JYQC00000000	NAL	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1385	JYQC00000000	STR	=	64		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1385	JYQC00000000	TET	=	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1385	JYQC00000000	TIO	=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1608	JYQD00000000	AMP	<=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1608	JYQD00000000	AMC	<=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1608	JYQD00000000	CRO	<=	0.25		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1608	JYQD00000000	AZM	=	2		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1608	JYQD00000000	CHL	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1608	JYQD00000000	CIP	<=	0.015		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1608	JYQD00000000	SXT	<=	0.12		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1608	JYQD00000000	FIS	=	64		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1608	JYQD00000000	FOX	=	2		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1608	JYQD00000000	GEN	=	0.5		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1608	JYQD00000000	NAL	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1608	JYQD00000000	STR	<=	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1608	JYQD00000000	TET	<=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1608	JYQD00000000	TIO	=	1		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1614	JYQE00000000	AMP	>	32		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1614	JYQE00000000	AMC	=	16		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1614	JYQE00000000	CRO	<=	0.25		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1614	JYQE00000000	AZM	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1614	JYQE00000000	CHL	=	4		
AAC.01030-16_zac009165488sd2.xlsx	Table S2	2012AM-1614	JYQE00000000	CIP	=	0.12		
