file_name	sheet_name	isolate_id	accession	drug	mic_sign	mic	sir_call	notes
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04322-99		STR	=	64.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04322-99		SMX	>	1024.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04322-99		SXT	=	0.25		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04322-99		SUL	>	256.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04322-99		TET	>	32.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04322-99		TRI	<=	0.25		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06618-99		AMP	=	8.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06618-99		CHL	=	32.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06618-99		CIP	=	1.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06618-99		GEN	<=	0.5		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06618-99		NAL	>	128.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06618-99		STR	=	64.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06618-99		SMX	>	1024.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06618-99		SXT	=	0.5		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06618-99		SUL	>	256.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06618-99		TET	=	8.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06618-99		TRI	=	1.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S07406-99		AMP	<=	1.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S07406-99		CHL	<=	8.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S07406-99		CIP	=	0.03		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S07406-99		GEN	<=	0.5		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S07406-99		NAL	<=	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S07406-99		STR	=	4.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S07406-99		SMX	=	32.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S07406-99		SXT	<=	0.12		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S07406-99		SUL	=	32.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S07406-99		TET	>	32.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S07406-99		TRI	<=	0.25		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S09281-99		AMP	>	64.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S09281-99		CHL	>	128.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S09281-99		CIP	=	0.25		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S09281-99		GEN	<=	0.5		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S09281-99		NAL	>	128.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S09281-99		STR	=	64.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S09281-99		SMX	>	1024.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S09281-99		SXT	=	0.25		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S09281-99		SUL	>	256.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S09281-99		TET	>	32.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S09281-99		TRI	<=	0.25		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01117-00		AMP	>	64.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01117-00		CHL	>	128.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01117-00		CIP	=	0.25		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01117-00		GEN	<=	0.5		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01117-00		NAL	>	128.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01117-00		STR	=	64.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01117-00		SMX	>	1024.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01117-00		SXT	=	0.25		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01117-00		SUL	>	256.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01117-00		TET	=	32.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01117-00		TRI	<=	0.25		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01566-00		AMP	>	64.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01566-00		CHL	>	128.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01566-00		CIP	=	1.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01566-00		GEN	<=	0.5		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01566-00		NAL	>	128.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01566-00		STR	=	64.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01566-00		SMX	>	1024.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01566-00		SXT	>	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01566-00		SUL	>	256.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01566-00		TET	>	32.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01566-00		TRI	>	32.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01761-00		AMP	>	64.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01761-00		CHL	>	128.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01761-00		CIP	=	0.03		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01761-00		GEN	<=	0.5		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01761-00		NAL	<=	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01761-00		STR	=	64.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01761-00		SMX	>	1024.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01761-00		SXT	=	0.25		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01761-00		SUL	>	256.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01761-00		TET	>	32.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S01761-00		TRI	=	0.5		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03883-00		AMP	>	64.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03883-00		CHL	>	128.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03883-00		CIP	=	0.03		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03883-00		GEN	<=	0.5		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03883-00		NAL	<=	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03883-00		STR	=	64.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03883-00		SMX	>	1024.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03883-00		SXT	=	0.25		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03883-00		SUL	>	256.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03883-00		TET	>	32.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03883-00		TRI	=	0.5		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06756-00		AMP	>	64.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06756-00		CHL	<=	8.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06756-00		CIP	=	0.5		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06756-00		GEN	<=	0.5		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06756-00		NAL	>	128.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06756-00		STR	=	8.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06756-00		SMX	>	1024.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06756-00		SXT	>	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06756-00		SUL	>	256.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06756-00		TET	>	32.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06756-00		TRI	>	32.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00285-01		AMP	>	64.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00285-01		CHL	>	128.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00285-01		CIP	=	0.03		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00285-01		GEN	<=	0.5		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00285-01		NAL	<=	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00285-01		STR	=	64.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00285-01		SMX	>	1024.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00285-01		SXT	=	0.25		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00285-01		SUL	>	256.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00285-01		TET	>	32.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00285-01		TRI	<=	0.25		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00430-01		AMP	>	64.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00430-01		CHL	>	128.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00430-01		CIP	=	0.25		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00430-01		GEN	<=	0.5		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00430-01		NAL	>	128.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00430-01		STR	>	64.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00430-01		SMX	>	1024.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00430-01		SXT	=	0.25		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00430-01		SUL	>	256.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00430-01		TET	=	32.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00430-01		TRI	<=	0.25		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S02202-01		AMP	>	64.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S02202-01		CHL	=	128.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S02202-01		CIP	=	0.03		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S02202-01		GEN	<=	0.5		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S02202-01		NAL	<=	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S02202-01		STR	=	32.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S02202-01		SMX	>	1024.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S02202-01		SXT	>	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S02202-01		SUL	>	256.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S02202-01		TET	<=	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S02202-01		TRI	>	32.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S02606-01		AMP	=	2.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S02606-01		CHL	<=	8.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S02606-01		CIP	=	0.5		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S02606-01		GEN	<=	0.5		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S02606-01		NAL	>	128.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S02606-01		STR	=	16.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S02606-01		SMX	=	32.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S02606-01		SXT	<=	0.12		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S02606-01		SUL	=	32.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S02606-01		TET	<=	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S02606-01		TRI	=	0.5		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03249-01		AMP	>	64.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03249-01		CHL	=	128.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03249-01		CIP	=	0.03		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03249-01		GEN	<=	0.5		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03249-01		NAL	<=	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03249-01		STR	=	32.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03249-01		SMX	>	1024.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03249-01		SXT	>	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03249-01		SUL	>	256.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03249-01		TET	<=	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03249-01		TRI	>	32.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04173-01		AMP	>	64.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04173-01		CHL	>	128.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04173-01		CIP	<=	0.015		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04173-01		GEN	<=	0.5		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04173-01		NAL	<=	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04173-01		STR	=	32.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04173-01		SMX	>	1024.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04173-01		SXT	=	0.25		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04173-01		SUL	>	256.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04173-01		TET	>	32.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04173-01		TRI	<=	0.25		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00795-02		AMP	>	64.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00795-02		CHL	=	128.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00795-02		CIP	=	0.03		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00795-02		GEN	<=	0.5		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00795-02		NAL	<=	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00795-02		STR	=	16.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00795-02		SMX	>	1024.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00795-02		SXT	>	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00795-02		SUL	>	256.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00795-02		TET	<=	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00795-02		TRI	>	32.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03622-02		AMP	=	2.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03622-02		CHL	<=	8.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03622-02		CIP	=	0.03		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03622-02		GEN	<=	0.5		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03622-02		NAL	=	8.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03622-02		STR	=	8.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03622-02		SMX	=	16.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03622-02		SXT	<=	0.12		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03622-02		SUL	=	256.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03622-02		TET	<=	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03622-02		TRI	<=	0.25		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03632-02		AMP	<=	1.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03632-02		CHL	=	64.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03632-02		CIP	=	0.03		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03632-02		GEN	<=	0.5		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03632-02		NAL	<=	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03632-02		STR	=	16.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03632-02		SMX	>	1024.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03632-02		SXT	>	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03632-02		SUL	>	256.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03632-02		TET	<=	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03632-02		TRI	>	32.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06290-02		AMP	>	64.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06290-02		CHL	=	128.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06290-02		CIP	=	0.5		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06290-02		GEN	<=	0.5		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06290-02		NAL	>	128.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06290-02		STR	=	64.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06290-02		SMX	>	1024.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06290-02		SXT	>	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06290-02		SUL	>	256.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06290-02		TET	<=	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06290-02		TRI	>	32.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S09211-02		AMP	>	64.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S09211-02		CHL	>	128.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S09211-02		CIP	=	0.03		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S09211-02		GEN	<=	0.5		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S09211-02		NAL	<=	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S09211-02		STR	=	64.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S09211-02		SMX	>	1024.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S09211-02		SXT	=	0.25		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S09211-02		SUL	>	256.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S09211-02		TET	=	32.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S09211-02		TRI	<=	0.25		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00039-03		AMP	>	64.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00039-03		CHL	=	128.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00039-03		CIP	=	0.03		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00039-03		GEN	<=	0.5		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00039-03		NAL	<=	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00039-03		STR	>	64.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00039-03		SMX	>	1024.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00039-03		SXT	>	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00039-03		SUL	>	256.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00039-03		TET	<=	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S00039-03		TRI	>	32.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03612-03		AMP	<=	1.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03612-03		CHL	<=	8.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03612-03		CIP	=	0.03		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03612-03		GEN	<=	0.5		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03612-03		NAL	<=	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03612-03		STR	=	8.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03612-03		SMX	=	32.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03612-03		SXT	<=	0.12		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03612-03		SUL	=	64.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03612-03		TET	<=	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S03612-03		TRI	<=	0.25		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04066-03		AMP	>	64.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04066-03		CHL	<=	8.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04066-03		CIP	<=	0.015		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04066-03		GEN	<=	0.5		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04066-03		NAL	<=	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04066-03		STR	=	16.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04066-03		SMX	=	16.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04066-03		SXT	<=	0.12		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04066-03		SUL	<=	16.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04066-03		TET	<=	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04066-03		TRI	<=	0.25		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04294-03		AMP	>	64.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04294-03		CHL	>	128.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04294-03		CIP	=	0.03		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04294-03		GEN	<=	0.5		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04294-03		NAL	<=	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04294-03		STR	=	64.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04294-03		SMX	>	1024.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04294-03		SXT	=	0.25		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04294-03		SUL	>	256.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04294-03		TET	=	32.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S04294-03		TRI	<=	0.25		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06036-03		AMP	>	64.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06036-03		CHL	>	128.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06036-03		CIP	=	0.25		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06036-03		GEN	<=	0.5		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06036-03		NAL	>	128.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06036-03		STR	=	64.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06036-03		SMX	>	1024.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06036-03		SXT	>	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06036-03		SUL	>	256.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06036-03		TET	=	32.0		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06036-03		TRI	>	32.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06216-03		AMP	>	64.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06216-03		CHL	>	128.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06216-03		CIP	=	0.03		mic_sign '=' inferred
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06216-03		GEN	<=	0.5		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06216-03		NAL	<=	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06216-03		STR	>	64.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06216-03		SMX	>	1024.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06216-03		SXT	>	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06216-03		SUL	>	256.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06216-03		TET	<=	4.0		
12866_2019_1520_MOESM1_ESM.xlsx	Table S2	S06216-03		TRI	>	32.0		
