pubmed_id	isolate_name	accession	accession_type	organism	drug_standardized	drug_raw	mic_operator	mic_value	mic_units	sir_call	breakpoint_standard	laboratory_typing_method	source_location	confidence
29678910	160	SAMN08514374	BioSample	Salmonella enterica	ceftriaxone	ceftriaxone	=		µg/mL	Susceptible	CLSI, NARMS	Broth dilution	bv_brc_genome_amr	high
29678910	112	SAMN08514326	BioSample	Salmonella enterica	ciprofloxacin	ciprofloxacin	=		µg/mL	Susceptible	CLSI, NARMS	Broth dilution	bv_brc_genome_amr	high
29678910	227	SAMN08514441	BioSample	Salmonella enterica	amoxicillin-clavulanic_acid	amoxicillin/clavulanic acid	=		µg/mL	Susceptible	CLSI, NARMS	Broth dilution	bv_brc_genome_amr	high
29678910	210	SAMN08514424	BioSample	Salmonella enterica	ampicillin	ampicillin	=		µg/mL	Susceptible	CLSI, NARMS	Broth dilution	bv_brc_genome_amr	high
29678910	156	SAMN08514370	BioSample	Salmonella enterica	ceftriaxone	ceftriaxone	=		µg/mL	Susceptible	CLSI, NARMS	Broth dilution	bv_brc_genome_amr	high
29678910	90	SAMN08514304	BioSample	Salmonella enterica	ciprofloxacin	ciprofloxacin	=		µg/mL	Susceptible	CLSI, NARMS	Broth dilution	bv_brc_genome_amr	high
29678910	58	SAMN08514272	BioSample	Salmonella enterica	ciprofloxacin	ciprofloxacin	=		µg/mL	Susceptible	CLSI, NARMS	Broth dilution	bv_brc_genome_amr	high
29678910	176	SAMN08514390	BioSample	Salmonella enterica	ceftriaxone	ceftriaxone	=		µg/mL	Susceptible	CLSI, NARMS	Broth dilution	bv_brc_genome_amr	high
29678910	54	SAMN08514268	BioSample	Salmonella enterica	ceftriaxone	ceftriaxone	=		µg/mL	Susceptible	CLSI, NARMS	Broth dilution	bv_brc_genome_amr	high
29678910	118	SAMN08514332	BioSample	Salmonella enterica	amoxicillin-clavulanic_acid	amoxicillin/clavulanic acid	=		µg/mL	Susceptible	CLSI, NARMS	Broth dilution	bv_brc_genome_amr	high
29678910	196	SAMN08514410	BioSample	Salmonella enterica	ampicillin	ampicillin	=		µg/mL	Susceptible	CLSI, NARMS	Broth dilution	bv_brc_genome_amr	high
29678910	24	SAMN08514238	BioSample	Salmonella enterica	amoxicillin-clavulanic_acid	amoxicillin/clavulanic acid	=		µg/mL	Susceptible	CLSI, NARMS	Broth dilution	bv_brc_genome_amr	high
29678910	103	SAMN08514317	BioSample	Salmonella enterica	ceftriaxone	ceftriaxone	=		µg/mL	Susceptible	CLSI, NARMS	Broth dilution	bv_brc_genome_amr	high
29678910	107	SAMN08514321	BioSample	Salmonella enterica	azithromycin	azithromycin	=		µg/mL	Susceptible	CLSI, NARMS	Broth dilution	bv_brc_genome_amr	high
29678910	204	SAMN08514418	BioSample	Salmonella enterica	azithromycin	azithromycin	=		µg/mL	Susceptible	CLSI, NARMS	Broth dilution	bv_brc_genome_amr	high
